repo,subrepo,lang,includes,contains,requires,declares,encloses,specializes,encapsulates,returns,instantiates,invokes,uses,parameterizes,typed,measures,overrides
resilience4j__resilience4j,resilience4j-bulkhead,java,1,29,32,50,53,12,358,186,53,131,159,318,71,413,0
resilience4j__resilience4j,resilience4j-cache,java,1,17,10,23,29,7,78,26,8,22,27,47,1,115,0
resilience4j__resilience4j,resilience4j-circuitbreaker,java,1,34,13,67,72,19,563,195,51,297,356,393,107,621,0
resilience4j__resilience4j,resilience4j-circularbuffer,java,1,8,0,6,7,0,18,3,0,0,17,3,0,28,0
resilience4j__resilience4j,resilience4j-commons-configuration,java,1,31,19,28,30,0,105,20,12,14,19,29,0,86,0
resilience4j__resilience4j,resilience4j-consumer,java,1,8,0,6,6,1,13,6,1,0,6,8,0,23,0
resilience4j__resilience4j,resilience4j-core,java,1,64,21,113,78,22,360,118,29,125,168,326,14,521,0
resilience4j__resilience4j,resilience4j-feign,java,1,13,0,20,19,4,53,26,18,17,24,67,8,74,0
resilience4j__resilience4j,resilience4j-framework-common,java,1,85,34,101,92,14,589,163,16,140,391,312,38,737,0
resilience4j__resilience4j,resilience4j-hedge,java,1,25,13,39,36,11,198,82,22,61,131,145,30,247,0
resilience4j__resilience4j,resilience4j-metrics,java,1,23,2,34,28,9,164,82,46,49,66,153,10,240,0
resilience4j__resilience4j,resilience4j-micrometer,java,1,49,19,87,67,26,358,146,36,140,195,283,69,456,0
resilience4j__resilience4j,resilience4j-micronaut-annotation,java,1,10,0,10,9,0,15,5,0,0,0,0,0,36,0
resilience4j__resilience4j,resilience4j-micronaut,java,1,50,16,81,70,8,203,36,0,50,88,218,11,328,0
resilience4j__resilience4j,resilience4j-ratelimiter,java,1,25,22,36,37,10,260,106,34,125,147,275,61,322,0
resilience4j__resilience4j,resilience4j-reactor,java,1,43,13,48,41,4,114,34,34,10,74,95,0,188,0
resilience4j__resilience4j,resilience4j-retry,java,1,26,9,42,46,11,274,111,40,118,168,206,33,297,0
resilience4j__resilience4j,resilience4j-rxjava2,java,1,57,20,88,92,24,292,61,52,56,187,188,0,423,0
resilience4j__resilience4j,resilience4j-rxjava3,java,1,58,20,88,93,24,296,61,52,58,196,192,0,429,0
resilience4j__resilience4j,resilience4j-spring-boot2,java,1,90,30,101,89,5,224,67,14,35,115,168,1,421,0
resilience4j__resilience4j,resilience4j-spring-boot3,java,1,105,35,116,105,6,251,77,16,38,128,190,1,477,0
resilience4j__resilience4j,resilience4j-spring-cloud2,java,1,23,0,10,17,0,17,5,0,0,12,24,0,32,0
resilience4j__resilience4j,resilience4j-spring,java,1,83,66,115,79,21,374,80,34,82,175,443,87,599,0
resilience4j__resilience4j,resilience4j-spring6,java,1,94,83,129,89,24,417,90,41,80,191,495,98,673,0
resilience4j__resilience4j,resilience4j-timelimiter,java,1,21,20,28,27,7,134,75,22,66,44,133,28,180,0
resilience4j__resilience4j,resilience4j-vavr,java,1,19,6,19,24,0,92,29,3,9,27,156,0,107,0
rest-assured__rest-assured,,java,11,426,585,522,375,127,5073,2432,615,2353,3347,4938,1031,7344,293
roughike__BottomBar,,java,2,31,18,58,49,3,386,52,30,263,352,297,33,513,0
scwang90__SmartRefreshLayout,,java,10,258,600,407,336,133,2416,641,153,1286,2725,2316,458,2780,75
seaswalker__spring-analysis,,java,1,48,10,65,39,4,117,36,5,20,31,45,7,251,0
shuzheng__zheng,,java,32,609,782,840,692,268,7728,3532,331,4362,2723,6491,615,8874,2832
shwenzhang__AndResGuard,,java,1,54,56,91,83,8,772,130,84,564,886,503,66,882,0
signalapp__Signal-Android,app,java,1,3763,4097,4324,4142,851,24831,4610,2577,15744,20503,17982,3967,32323,13
signalapp__Signal-Android,core-util-jvm,java,1,38,0,27,25,3,178,17,11,85,137,174,2,239,0
signalapp__Signal-Android,core-util,java,1,59,4,65,65,4,294,40,12,102,155,273,16,445,0
signalapp__Signal-Android,device-transfer,java,1,18,0,47,51,4,311,46,43,181,383,141,47,315,0
signalapp__Signal-Android,image-editor,java,1,10,2,10,9,1,50,7,2,16,37,34,0,71,0
signalapp__Signal-Android,libsignal-service,java,1,482,504,809,645,90,4026,1028,439,1916,2992,3049,646,5308,17
signalapp__Signal-Android,lintchecks,java,1,12,0,19,13,0,49,10,1,0,28,25,0,77,0
signalapp__Signal-Android,paging,java,1,8,0,12,11,1,41,9,6,10,40,29,8,54,0
signalapp__Signal-Android,photoview,java,1,17,0,28,20,0,195,10,4,111,183,155,27,254,0
signalapp__Signal-Android,qr,java,1,15,0,19,26,3,85,13,8,34,70,53,9,111,0
signalapp__Signal-Android,sticky-header-grid,java,1,5,0,17,30,3,179,33,8,129,261,163,16,237,0
signalapp__Signal-Android,video,java,1,46,7,55,59,11,396,45,40,150,462,239,23,393,0
signalapp__Signal-Server,api-doc,java,1,5,0,4,4,0,8,2,0,1,5,17,0,13,0
signalapp__Signal-Server,websocket-resources,java,1,57,63,101,78,17,298,77,25,90,167,167,47,441,0
singwhatiwanna__dynamic-load-apk,,java,5,63,62,81,69,11,492,53,22,204,588,332,61,690,0
skylot__jadx,,java,13,1197,5344,2131,1518,537,14003,3015,1526,17878,10137,8835,5233,20235,46
smuyyh__BookReader,,java,2,332,1052,763,699,271,4699,603,210,2603,4251,2846,494,5427,77
software-mansion__react-native-svg,,java,2,93,42,218,183,68,1887,151,107,870,1111,2465,303,2223,0
sohutv__cachecloud,,java,2,655,1677,1194,743,152,7180,1183,347,5082,5652,7218,1179,8254,0
spring-projects__spring-security,,java,22,2169,5942,3903,3048,1038,17434,4838,2261,9863,10941,11518,3884,22878,93
sqshq__piggymetrics,,java,5,112,74,138,107,9,379,90,13,107,201,169,79,613,0
square__javapoet,,java,1,20,0,47,45,5,589,293,75,579,683,480,172,683,7
sshahine__JFoenix,,java,2,248,372,503,428,41,3200,436,259,1279,2448,1428,229,3936,0
ssssssss-team__spider-flow,,java,3,168,300,293,228,67,1417,257,92,834,804,1156,280,2108,0
stanfordnlp__CoreNLP,examples,java,1,6,0,6,5,0,6,3,0,0,0,3,0,16,0
stanfordnlp__CoreNLP,itest,java,1,189,34,303,210,18,1553,160,15,692,934,443,1,2285,0
supertokens__supertokens-core,,java,4,385,1244,639,524,144,2777,567,463,2959,1442,3842,899,4587,0
termux__termux-app,,java,4,261,619,427,396,36,3605,473,130,3331,3537,2844,525,4410,0
testcontainers__testcontainers-java,core,java,1,5,0,6,4,2,19,3,0,5,16,1,0,32,0
testcontainers__testcontainers-java,examples,java,1,5,0,4,4,1,8,1,0,0,9,10,0,11,0
testcontainers__testcontainers-java,modules,java,1,5,0,4,4,0,35,8,0,2,27,8,0,33,0
testcontainers__testcontainers-java,test-support,java,1,5,0,5,6,0,10,2,1,3,6,5,0,13,0
thingsboard__thingsboard,application,java,1,1039,1059,1753,1125,475,7474,954,298,2764,4557,8220,1043,9980,0
thingsboard__thingsboard,common,java,1,23,0,38,22,6,151,38,9,48,89,129,47,196,0
thingsboard__thingsboard,dao,java,1,640,950,1100,662,372,6292,609,296,2569,3570,7652,383,7343,0
thingsboard__thingsboard,monitoring,java,1,58,73,84,57,16,227,56,13,101,129,88,33,327,0
thingsboard__thingsboard,msa,java,1,8,0,6,7,0,9,3,0,1,2,3,0,19,0
thingsboard__thingsboard,netty-mqtt,java,1,20,0,37,25,1,280,35,20,104,238,196,34,362,0
thingsboard__thingsboard,rest-client,java,1,7,1,4,6,0,409,3,0,182,724,602,0,783,0
thingsboard__thingsboard,rule-engine,java,1,40,5,62,39,3,316,35,2,14,3,515,8,330,2
thingsboard__thingsboard,tools,java,1,12,0,12,10,0,65,6,3,32,47,47,4,82,0
trello-archive__RxLifecycle,,java,5,48,72,51,37,14,239,66,4,0,175,93,13,453,0
trinodb__trino,client,java,1,39,3,74,49,11,351,47,37,243,227,318,17,511,0
trinodb__trino,lib,java,1,18,0,30,17,0,196,25,8,124,206,151,14,262,0
trinodb__trino,plugin,java,1,7,0,4,6,0,6,2,0,0,2,4,0,11,0
trinodb__trino,service,java,1,12,0,17,12,0,70,19,6,17,38,63,4,105,0
trinodb__trino,testing,java,1,6,0,4,4,0,14,2,1,6,5,8,0,23,0
uknownothingsnow__JsBridge,,java,2,24,10,34,27,7,186,19,13,80,123,182,29,265,0
umano__AndroidSlidingUpPanel,,java,1,6,0,12,17,2,239,21,6,136,347,229,23,277,0
vipshop__vjtools,,java,6,202,116,361,325,17,2450,307,94,998,1489,2156,110,3421,0
wasabeef__glide-transformations,,java,1,30,4,50,33,20,227,39,0,50,238,203,4,322,0
wasabeef__richeditor-android,,java,1,5,0,9,14,0,85,7,1,71,19,79,6,152,0
williamfiset__Algorithms,,java,1,332,4,603,533,41,3223,518,252,1892,2867,2679,204,4233,2
winterbe__java8-tutorial,,java,1,80,2,156,118,0,325,81,19,103,84,126,2,640,0
wiremock__wiremock,,java,4,647,1392,1244,758,345,6017,2191,786,4501,4010,4404,1716,9250,80
wuyouzhuguli__SpringAll,02.Spring-Boot-Config,java,1,9,5,10,8,0,31,5,0,2,15,8,3,50,0
wuyouzhuguli__SpringAll,03.Spring-Boot-MyBatis,java,1,13,7,12,12,1,30,8,0,5,11,17,8,50,0
wuyouzhuguli__SpringAll,04.Spring-Boot-JdbcTemplate,java,1,17,12,16,16,2,45,12,3,18,20,27,10,80,0
wuyouzhuguli__SpringAll,05.Spring-Boot-MyBatis-MultiDataSource,java,1,16,4,16,15,1,27,5,0,6,6,3,3,48,0
wuyouzhuguli__SpringAll,06.Spring-Boot-JdbcTemplate-MultiDataSource,java,1,17,6,18,16,3,26,6,0,4,6,3,3,52,0
wuyouzhuguli__SpringAll,07.Spring-Boot-AOP-Log,java,1,18,9,18,17,1,46,7,1,12,18,18,3,83,0
wuyouzhuguli__SpringAll,08.Spring-Boot-Thymeleaf,java,1,7,1,6,6,0,20,3,1,0,15,12,0,36,0
wuyouzhuguli__SpringAll,09.Spring-Boot-Redis-Cache,java,1,14,7,14,13,1,33,10,0,14,11,16,5,59,0
wuyouzhuguli__SpringAll,10.Spring-Boot-Ehcache-Cache,java,1,12,7,12,11,1,28,9,0,13,11,13,5,47,0
wuyouzhuguli__SpringAll,11.Spring-Boot-Shiro-Authentication,java,1,16,7,16,15,0,49,17,5,13,17,24,1,89,0
wuyouzhuguli__SpringAll,12.Spring-Boot-Shiro-RememberMe,java,1,16,7,16,15,0,52,17,5,15,17,25,1,95,0
wuyouzhuguli__SpringAll,13.Spring-Boot-Shiro-Authorization,java,1,23,13,28,22,0,85,21,5,20,31,37,3,146,0
wuyouzhuguli__SpringAll,14.Spring-Boot-Shiro-Redis,java,1,23,13,28,22,0,89,21,5,22,31,37,3,154,0
wuyouzhuguli__SpringAll,15.Spring-Boot-Shiro-Ehcache,java,1,23,13,28,22,0,88,21,5,21,31,37,3,152,0
wuyouzhuguli__SpringAll,16.Spring-Boot-Shiro-Thymeleaf-Tag,java,1,23,13,28,22,0,89,21,5,21,31,37,3,154,0
wuyouzhuguli__SpringAll,17.Spring-Boot-Shiro-Session,java,1,31,21,38,30,1,137,26,8,37,56,52,4,229,0
wuyouzhuguli__SpringAll,18.Spring-Boot-Jackson,java,1,11,5,14,14,1,31,8,4,14,13,11,1,62,0
wuyouzhuguli__SpringAll,20.Spring-Boot-Swagger2,java,1,11,1,10,10,0,25,6,2,7,6,9,2,51,0
wuyouzhuguli__SpringAll,22.Spring-Boot-Email,java,1,6,0,4,5,0,11,2,0,0,11,2,0,20,0
wuyouzhuguli__SpringAll,25.Spring-Boot-Exception,java,1,9,2,8,8,0,11,4,1,1,3,5,1,26,0
wuyouzhuguli__SpringAll,26.Spring-Boot-Filter-Interceptor,java,1,11,2,10,10,0,16,5,1,0,1,18,1,40,0
wuyouzhuguli__SpringAll,27.Spring-Boot-Mapper-PageHelper,java,1,17,9,20,16,5,51,5,0,3,20,28,2,82,0
wuyouzhuguli__SpringAll,28.Spring-Cloud-Eureka-Server-Discovery,java,1,6,0,4,5,0,7,2,0,0,2,1,0,14,0
wuyouzhuguli__SpringAll,29.Spring-Cloud-Ribbon-LoadBalance,java,1,9,1,8,8,0,27,6,2,0,19,11,2,46,0
wuyouzhuguli__SpringAll,30.Spring-Cloud-Hystrix-Circuit-Breaker,java,1,9,1,8,8,0,28,6,3,0,20,12,2,48,0
wuyouzhuguli__SpringAll,31.Spring-Cloud-Hystrix-Dashboard-Turbine,java,1,9,1,8,8,0,28,6,3,0,20,12,2,48,0
wuyouzhuguli__SpringAll,32.Spring-Cloud-Hystrix-Dashboard-Turbine-RabbitMQ,java,1,9,1,8,8,0,28,6,3,0,20,12,2,48,0
wuyouzhuguli__SpringAll,33.Spring-Cloud-Feign-Declarative-REST-Client,java,1,9,1,8,8,0,27,6,2,0,19,11,2,46,0
wuyouzhuguli__SpringAll,34.Start-Spring-Security,java,1,9,0,6,8,0,6,3,0,0,0,2,0,18,0
wuyouzhuguli__SpringAll,35.Spring-Security-Authentication,java,1,16,3,16,15,0,43,8,1,7,19,18,2,71,0
wuyouzhuguli__SpringAll,36.Spring-Security-ValidateCode,java,1,22,6,24,21,0,69,14,3,13,38,36,3,109,0
wuyouzhuguli__SpringAll,37.Spring-Security-RememberMe,java,1,22,6,24,21,0,72,14,3,14,40,36,4,111,0
wuyouzhuguli__SpringAll,38.Spring-Security-SmsCode,java,1,29,14,36,28,0,117,24,9,24,69,64,9,178,0
wuyouzhuguli__SpringAll,39.Spring-Cloud-Zuul-Router,java,1,9,1,8,8,0,27,6,2,0,19,11,2,46,0
wuyouzhuguli__SpringAll,40.Spring-Boot-Dubbo-Zookeeper,java,1,6,0,4,5,0,5,2,0,0,1,2,0,12,0
wuyouzhuguli__SpringAll,41.Spring-Cloud-Config,java,1,6,0,4,5,0,5,2,0,0,1,1,0,12,0
wuyouzhuguli__SpringAll,42.Spring-Cloud-Bus,java,1,6,0,4,5,0,5,2,0,0,1,1,0,12,0
wuyouzhuguli__SpringAll,43.Spring-Cloud-Sleuth,java,1,6,0,4,5,0,7,2,0,0,2,1,0,14,0
wuyouzhuguli__SpringAll,44.Spring-Boot-Autoconfiguration,java,1,19,7,22,18,0,16,8,0,0,0,5,0,46,0
wuyouzhuguli__SpringAll,45.Spring-Boot-SpringApplication,java,1,14,0,16,13,0,24,8,0,0,0,16,0,60,0
wuyouzhuguli__SpringAll,46.Spring-Boot-Hibernate-Validator,java,1,10,1,8,9,0,16,4,0,0,4,8,1,34,0
wuyouzhuguli__SpringAll,47.Spring-Boot-Content-Negotiation,java,1,14,3,12,13,0,19,6,3,1,1,22,0,48,0
wuyouzhuguli__SpringAll,48.Spring-Boot-CORS-Support,java,1,8,0,6,7,0,7,3,0,0,0,1,0,20,0
wuyouzhuguli__SpringAll,49.Spring-Boot-Async,java,1,10,1,8,9,0,14,4,0,4,5,1,1,30,0
wuyouzhuguli__SpringAll,50.Spring-Regist-Bean,java,1,35,13,42,34,3,36,23,3,2,0,11,0,98,0
wuyouzhuguli__SpringAll,51.Spring-Bean-Lifecycle,java,1,11,5,12,10,0,17,8,2,0,0,5,0,43,0
wuyouzhuguli__SpringAll,52.Dubbo-OPS-Mointor,java,1,6,0,4,5,0,5,2,0,0,1,2,0,12,0
wuyouzhuguli__SpringAll,53.Dubbo-High-Availability,java,1,6,0,4,5,0,5,2,0,0,1,2,0,12,0
wuyouzhuguli__SpringAll,54.Spring-Boot-Kafka,java,1,13,4,12,12,0,29,7,1,2,14,7,1,48,0
wuyouzhuguli__SpringAll,55.Spring-Cloud-Consul,java,1,5,0,4,4,0,10,2,0,0,6,1,0,13,0
wuyouzhuguli__SpringAll,56.Spring-Boot-MongoDB-crud,java,1,12,5,10,11,0,42,7,0,15,26,37,8,75,0
wuyouzhuguli__SpringAll,57.Spring-Boot-WebFlux,java,1,2,0,2,0,0,10,2,0,2,2,9,0,14,0
wuyouzhuguli__SpringAll,58.Spring-Boot-WebFlux-crud,java,1,12,5,10,11,0,48,4,0,21,32,40,11,88,0
wuyouzhuguli__SpringAll,59.Spring-Security-SessionManager,java,1,31,14,38,30,0,122,25,10,26,70,65,10,186,0
wuyouzhuguli__SpringAll,60.Spring-Security-Logout,java,1,32,15,40,31,0,126,26,10,26,71,68,11,193,0
wuyouzhuguli__SpringAll,61.Spring-security-Permission,java,1,33,16,42,32,0,130,27,10,26,72,71,12,200,0
wuyouzhuguli__SpringAll,62.Spring-Boot-Shiro-JWT,java,1,29,17,36,28,0,108,29,10,32,49,72,3,190,0
wuyouzhuguli__SpringAll,63.Spring-Security-OAuth2-Guide,java,1,13,1,12,12,0,30,6,1,7,13,9,0,55,0
wuyouzhuguli__SpringAll,64.Spring-Security-OAuth2-Customize,java,1,26,11,32,25,0,94,19,6,24,46,51,11,146,0
wuyouzhuguli__SpringAll,65.Spring-Security-OAuth2-Config,java,1,31,13,40,30,0,112,23,7,25,52,56,12,173,0
wuyouzhuguli__SpringAll,66.Spring-Security-OAuth2-SSO,java,1,9,0,6,8,0,7,3,0,0,0,2,0,20,0
wuyouzhuguli__SpringAll,67.spring-batch-start,java,1,13,1,16,12,0,53,8,0,21,31,3,1,85,0
wuyouzhuguli__SpringAll,68.spring-batch-itemreader,java,1,15,6,18,14,0,57,9,4,13,27,6,0,91,0
wuyouzhuguli__SpringAll,69.spring-batch-itemwriter,java,1,16,7,18,15,0,60,9,1,14,32,5,0,90,0
wuyouzhuguli__SpringAll,70.spring-batch-itemprocessor,java,1,17,13,20,16,0,59,12,1,15,31,7,6,87,0
wuyouzhuguli__SpringAll,71.spring-batch-listener,java,1,14,0,19,14,0,46,10,1,5,12,20,6,83,0
wuyouzhuguli__SpringAll,72.spring-batch-exception,java,1,14,4,16,13,0,39,8,2,10,11,7,1,66,0
wuyouzhuguli__SpringAll,73.spring-batch-launcher,java,1,10,0,8,9,0,15,4,0,1,5,5,0,28,0
wuyouzhuguli__SpringAll,74.spring-cloud-alibaba-nacos-register,java,1,8,0,6,7,0,8,3,0,0,2,2,0,18,0
wuyouzhuguli__SpringAll,75.spring-cloud-alibaba-nacos-config,java,1,6,0,4,5,0,8,2,0,0,3,1,0,14,0
wuyouzhuguli__SpringAll,76.spring-boot-websocket-socketjs,java,1,8,1,6,7,0,12,3,0,1,5,10,1,26,0
wuyouzhuguli__SpringAll,77.spring-cloud-alibaba-sentinel-dashboard-guide,java,1,8,1,6,7,0,10,3,0,1,1,3,1,22,0
wxiaoqi__Spring-Cloud-Platform,,java,8,290,301,347,272,42,1737,262,120,595,1034,889,111,2594,0
xiaojieonly__Ehviewer_CN_SXJ,,java,2,452,1097,1058,1002,185,8697,1100,593,5382,10283,5864,871,9887,1
ximsfei__Android-skin-support,android-support,java,1,7,2,6,6,0,14,7,3,4,7,11,1,24,0
ximsfei__Android-skin-support,android,java,1,55,56,94,62,31,426,100,56,338,346,442,50,629,0
ximsfei__Android-skin-support,androidx,java,1,45,35,76,51,4,370,88,54,273,269,408,40,521,0
ximsfei__Android-skin-support,demo,java,1,63,42,97,92,18,342,71,28,84,230,212,16,440,0
ximsfei__Android-skin-support,third-part-support,java,1,8,2,6,7,0,18,7,3,8,11,14,1,32,0
xkcoding__spring-boot-demo,demo-activiti,java,1,8,0,6,7,0,9,3,0,1,1,3,0,22,0
xkcoding__spring-boot-demo,demo-admin,java,1,7,0,4,6,0,4,2,0,0,0,1,0,12,0
xkcoding__spring-boot-demo,demo-async,java,1,6,0,4,5,0,10,2,0,6,0,3,0,24,0
xkcoding__spring-boot-demo,demo-cache-ehcache,java,1,11,3,8,10,1,14,7,0,0,3,7,2,24,0
xkcoding__spring-boot-demo,demo-cache-redis,java,1,13,3,10,12,1,17,8,0,0,3,9,2,32,0
xkcoding__spring-boot-demo,demo-codegen,java,1,25,18,30,24,2,91,25,11,19,17,44,17,95,0
xkcoding__spring-boot-demo,demo-docker,java,1,6,0,4,5,0,4,2,0,0,0,1,0,12,0
xkcoding__spring-boot-demo,demo-dubbo,java,1,7,0,4,6,0,5,2,0,0,1,2,0,12,0
xkcoding__spring-boot-demo,demo-dynamic-datasource,java,1,31,20,38,30,2,71,17,1,21,36,23,5,126,0
xkcoding__spring-boot-demo,demo-elasticsearch-rest-high-level-client,java,1,22,7,24,25,2,79,22,6,14,19,53,10,91,0
xkcoding__spring-boot-demo,demo-elasticsearch,java,1,10,2,8,9,0,12,2,0,0,0,3,0,13,0
xkcoding__spring-boot-demo,demo-email,java,1,8,1,6,7,1,13,2,0,0,8,39,0,23,0
xkcoding__spring-boot-demo,demo-exception-handler,java,1,17,12,16,16,2,32,21,3,11,10,28,7,58,0
xkcoding__spring-boot-demo,demo-https,java,1,6,0,4,5,0,5,2,0,0,0,2,0,14,0
xkcoding__spring-boot-demo,demo-ldap,java,1,21,12,20,20,1,56,24,3,8,10,31,10,65,0
xkcoding__spring-boot-demo,demo-log-aop,java,1,9,0,7,10,0,24,4,0,2,1,6,0,28,0
xkcoding__spring-boot-demo,demo-mongodb,java,1,8,1,6,7,0,12,2,0,0,0,2,0,14,0
xkcoding__spring-boot-demo,demo-mq-kafka,java,1,11,2,8,10,0,13,3,0,3,4,3,0,27,0
xkcoding__spring-boot-demo,demo-mq-rabbitmq,java,1,16,9,16,15,0,39,7,0,0,11,27,5,66,0
xkcoding__spring-boot-demo,demo-multi-datasource-jpa,java,1,22,2,20,21,0,32,8,0,0,2,15,0,62,0
xkcoding__spring-boot-demo,demo-multi-datasource-mybatis,java,1,14,5,10,13,1,10,3,0,0,0,3,2,19,0
xkcoding__spring-boot-demo,demo-neo4j,java,1,23,25,28,22,0,48,9,0,5,13,9,7,59,0
xkcoding__spring-boot-demo,demo-oauth,java,1,29,12,34,25,2,97,17,0,14,31,45,14,141,0
xkcoding__spring-boot-demo,demo-orm-beetlsql,java,1,15,5,12,14,1,32,10,0,0,8,17,6,43,0
xkcoding__spring-boot-demo,demo-orm-jdbctemplate,java,1,24,17,24,23,2,55,9,0,27,25,41,16,88,0
xkcoding__spring-boot-demo,demo-orm-jpa,java,1,15,4,14,14,2,27,5,0,3,0,3,1,30,0
xkcoding__spring-boot-demo,demo-orm-mybatis-mapper-page,java,1,10,1,6,9,0,14,2,0,0,0,1,0,11,0
xkcoding__spring-boot-demo,demo-orm-mybatis-plus,java,1,19,6,18,18,1,25,6,0,0,1,3,0,37,0
xkcoding__spring-boot-demo,demo-orm-mybatis,java,1,9,1,6,8,0,18,3,0,0,0,4,1,15,0
xkcoding__spring-boot-demo,demo-properties,java,1,9,2,8,8,0,14,4,0,0,4,3,4,19,0
xkcoding__spring-boot-demo,demo-ratelimit-guava,java,1,13,2,10,12,0,17,4,0,3,1,3,0,35,0
xkcoding__spring-boot-demo,demo-ratelimit-redis,java,1,17,3,14,16,0,28,6,0,6,6,7,0,50,0
xkcoding__spring-boot-demo,demo-rbac-security,java,1,62,80,92,61,2,228,68,11,67,58,90,32,269,0
xkcoding__spring-boot-demo,demo-rbac-shiro,java,1,13,1,12,12,1,27,16,8,6,2,22,4,48,0
xkcoding__spring-boot-demo,demo-session,java,1,12,3,10,11,0,12,4,0,0,4,8,1,29,0
xkcoding__spring-boot-demo,demo-sharding-jdbc,java,1,12,1,10,11,0,17,4,1,3,3,3,0,30,0
xkcoding__spring-boot-demo,demo-social,java,1,6,0,4,5,0,8,2,0,2,3,6,0,18,0
xkcoding__spring-boot-demo,demo-swagger-beauty,java,1,11,2,8,10,0,21,7,2,0,0,11,2,34,0
xkcoding__spring-boot-demo,demo-swagger,java,1,14,4,14,13,0,42,10,2,1,0,11,2,48,0
xkcoding__spring-boot-demo,demo-task-quartz,java,1,27,15,24,26,3,55,14,2,15,17,35,19,85,0
xkcoding__spring-boot-demo,demo-task-xxl-job,java,1,14,1,12,17,0,30,7,0,0,15,4,3,44,0
xkcoding__spring-boot-demo,demo-task,java,1,8,0,6,7,0,9,3,0,1,0,2,0,24,0
xkcoding__spring-boot-demo,demo-template-beetl,java,1,10,2,8,9,0,10,4,0,0,0,4,1,23,0
xkcoding__spring-boot-demo,demo-template-enjoy,java,1,12,2,10,11,0,12,5,0,0,0,4,1,29,0
xkcoding__spring-boot-demo,demo-template-freemarker,java,1,10,2,8,9,0,10,4,0,0,0,4,1,23,0
xkcoding__spring-boot-demo,demo-template-thymeleaf,java,1,10,2,8,9,0,10,4,0,0,0,4,1,23,0
xkcoding__spring-boot-demo,demo-upload,java,1,13,2,12,12,1,29,5,0,5,17,9,2,47,0
xkcoding__spring-boot-demo,demo-ureport2,java,1,6,0,4,5,0,6,2,0,0,1,1,0,14,0
xkcoding__spring-boot-demo,demo-websocket-socketio,java,1,21,8,24,20,0,49,11,0,8,19,25,10,76,0
xkcoding__spring-boot-demo,demo-websocket,java,1,32,21,40,31,0,163,30,14,83,92,52,15,259,0
xkcoding__spring-boot-demo,demo-zookeeper,java,1,13,3,12,12,0,20,4,0,6,6,7,3,32,0
yanzhenjie__AndPermission,,java,2,132,192,222,152,84,695,188,84,414,448,427,120,1062,0
ybq__Android-SpinKit,,java,2,56,85,97,77,35,317,87,53,262,137,224,11,536,0
youth5201314__banner,,java,1,41,27,65,50,17,338,117,10,240,239,245,16,442,0
yudaocode__SpringBoot-Labs,lab-01-spring-security,java,1,11,0,8,10,0,15,4,0,0,0,3,0,37,0
yudaocode__SpringBoot-Labs,lab-02-spring-security-oauth,java,1,12,0,8,11,0,8,4,0,0,0,3,0,24,0
yudaocode__SpringBoot-Labs,lab-03-kafka,java,1,12,2,8,11,0,14,5,1,2,6,5,1,28,0
yudaocode__SpringBoot-Labs,lab-04-rabbitmq,java,1,15,4,13,16,0,28,8,1,5,15,5,2,44,0
yudaocode__SpringBoot-Labs,lab-05-benchmark-tomcat-jetty-undertow,java,1,8,0,4,7,0,4,2,0,0,0,1,0,11,0
yudaocode__SpringBoot-Labs,lab-06,java,1,8,0,4,7,0,5,2,0,0,0,1,0,13,0
yudaocode__SpringBoot-Labs,lab-11-spring-data-redis,java,1,11,0,6,10,0,7,3,0,0,0,5,0,20,0
yudaocode__SpringBoot-Labs,lab-12-mybatis,java,1,10,1,6,9,0,20,8,0,0,8,10,2,31,0
yudaocode__SpringBoot-Labs,lab-13-spring-data-jpa,java,1,13,4,12,12,0,20,10,0,0,8,12,0,34,0
yudaocode__SpringBoot-Labs,lab-14-spring-jdbc-template,java,1,10,1,6,9,0,25,9,0,10,20,11,3,44,0
yudaocode__SpringBoot-Labs,lab-15-spring-data-es,java,1,14,2,11,15,0,35,14,0,0,24,9,0,53,0
yudaocode__SpringBoot-Labs,lab-16-spring-data-mongo,java,1,21,6,23,22,1,54,22,2,6,33,25,5,89,0
yudaocode__SpringBoot-Labs,lab-17,java,1,16,9,14,15,0,36,12,0,18,22,6,2,65,0
yudaocode__SpringBoot-Labs,lab-18,java,1,12,2,10,11,0,20,9,0,0,10,8,1,35,0
yudaocode__SpringBoot-Labs,lab-19,java,1,8,0,4,7,0,9,2,0,0,3,2,0,16,0
yudaocode__SpringBoot-Labs,lab-20,java,1,9,0,6,8,0,13,3,0,0,2,8,0,27,0
yudaocode__SpringBoot-Labs,lab-21,java,1,13,5,10,12,0,27,14,1,4,13,11,4,47,0
yudaocode__SpringBoot-Labs,lab-22,java,1,33,13,37,37,1,95,30,2,20,49,51,11,174,0
yudaocode__SpringBoot-Labs,lab-23,java,1,16,8,14,15,0,42,18,5,12,15,19,5,80,0
yudaocode__SpringBoot-Labs,lab-24,java,1,12,3,12,11,0,17,6,0,0,0,5,2,31,0
yudaocode__SpringBoot-Labs,lab-25,java,1,26,18,32,25,10,92,28,7,31,55,47,4,150,0
yudaocode__SpringBoot-Labs,lab-26,java,1,10,0,6,9,0,7,3,0,0,0,5,0,20,0
yudaocode__SpringBoot-Labs,lab-27,java,1,16,6,14,15,0,41,15,5,11,15,15,1,78,0
