repo,subrepo,lang,n_project,n_folder,n_file,n_scope,n_type,n_operation,n_operation_method,n_operation_constructor,n_variable,n_variable_field,n_variable_param,e_includes,e_contains,e_requires,e_declares,e_encloses,e_specializes,e_encapsulates,e_returns,e_instantiates,e_invokes,e_uses,e_parameterizes,e_typed,methods_per_class_mean,methods_per_class_median,methods_per_class_max,methods_per_class_std,fields_per_class_mean,fields_per_class_median,fields_per_class_max,call_fanout_mean,call_fanout_median,call_fanout_max,call_fanout_std,call_fanin_mean,call_fanin_median,call_fanin_max,call_fanin_std,arity_mean,arity_median,arity_max,field_uses_fanin_mean,field_uses_fanin_max,inh_parents_mean,inh_children_mean,inh_children_max,inh_depth_max,inh_depth_mean,file_req_out_mean,file_req_out_max,file_req_in_mean,file_req_in_max,fs_depth_max,scope_depth_max,num_methods_mean,num_methods_median,num_methods_max,stmts_mean,stmts_median,stmts_p90,stmts_max,stmts_std,halstead_vocabulary_mean,halstead_length_mean,halstead_volume_mean,halstead_difficulty_mean,halstead_effort_mean,halstead_estimatedBugs_mean,halstead_volume_p90,halstead_effort_p90,coverage_requires,coverage_specializes,coverage_instantiates,coverage_typed
facebook__litho,litho-rendercore-incremental-mount,java,1,5,7,4,9,72,63,9,140,33,107,1,11,0,15,15,1,105,16,4,56,86,107,20,8,5,34,9.68389,3.66667,4,8,0.777778,0,7,1.44551,0.777778,0,6,1.22726,1.48611,1,7,2.60606,10,0.111111,0.111111,1,1,1,0,0,0,0,6,3,8,5,34,2.70833,1,6,21,3.42555,17.8511,74.7872,371.967,10.2282,15172,0.123989,780.273,30427,0,1,1,1
facebook__litho,litho-rendercore-testing,java,1,6,20,5,30,168,131,37,284,81,203,1,25,2,50,44,5,249,79,18,54,191,203,11,5.6,4,19,4.50629,2.7,1,11,0.321429,0,7,0.965608,0.321429,0,3,0.639209,1.20833,1,11,2.35802,6,0.166667,0.166667,1,1,1,0.1,2,0.1,1,7,4,5.6,4,19,1.85119,1,4,12,1.64621,10.6465,29.9596,122.138,2.40102,1349.9,0.0407126,266.875,1476.75,1,1,1,1
facebook__litho,litho-rendercore-text,java,1,6,13,5,15,123,109,14,295,109,186,1,18,2,26,23,0,232,22,5,64,255,186,27,8.2,4,41,10.8579,7.26667,3,45,0.520325,0,6,0.97405,0.520325,0,3,0.690818,1.5122,1,11,2.33945,11,0,0,0,,,0.153846,2,0.153846,1,7,4,8.2,4,41,2.98374,1,8,27,4.50652,18.6837,83.4898,454.496,9.20131,16795.8,0.151499,971.564,25934.4,1,0,1,1
facebook__litho,litho-rendercore-transitions,java,1,10,62,7,85,486,404,82,723,236,487,1,71,57,138,123,40,722,163,74,448,742,487,235,5.71765,3,44,7.21536,2.77647,2,16,0.921811,0,12,1.5602,0.921811,1,9,1.29341,1.00206,1,6,3.14407,17,0.470588,0.470588,8,3,1.40541,0.919355,12,0.919355,6,7,4,5.71765,3,44,2.25514,1,5,33,2.822,16.6656,61.3541,288.606,6.80959,5773.1,0.0962021,644.046,9333.33,1,1,1,1
facebook__litho,litho-rendercore-visibility,java,1,6,14,4,6,62,56,6,103,30,73,1,19,0,9,12,0,92,11,4,52,65,73,7,10.3333,5.5,30,10.435,5,2,15,0.83871,0,22,2.97405,0.83871,1,5,0.919213,1.17742,1,7,2.16667,4,0,0,0,,,0,0,0,0,6,3,10.3333,5.5,30,2.48387,1,6,12,2.52562,14.8367,60.7143,318.166,6.25744,13552.2,0.106055,446.527,3866.27,0,0,1,1
facebook__litho,litho-rendercore-yoga,java,1,4,4,3,6,45,42,3,83,22,61,1,7,0,10,10,0,67,7,3,41,71,61,6,7.5,7,16,4.57347,3.66667,0.5,12,0.911111,0,9,1.74893,0.911111,1,9,1.45789,1.35556,1,7,3.22727,14,0,0,0,,,0,0,0,0,5,2,7.5,7,16,2.44444,2,6,23,3.73307,26.4,128.133,670.309,15.5526,18405.1,0.223436,2347.23,71048.3,0,0,1,1
facebook__litho,litho-sections-annotations,java,1,6,13,5,12,6,6,0,0,0,0,1,18,0,24,16,0,6,0,0,0,0,0,0,0.5,0,3,1.11803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,7,4,0.5,0,3,0,0,0,0,0,,,,,,,,,0,0,0,0
facebook__litho,litho-sections-core,java,1,8,44,7,63,450,389,61,980,193,787,1,51,13,102,93,4,643,123,30,463,539,787,174,7.14286,3,76,12.1549,3.06349,1,35,1.02889,0,24,2.42424,1.02889,1,21,1.85869,1.74889,1,12,2.79275,15,0.0634921,0.0634921,1,1,1,0.295455,2,0.295455,5,7,4,7.14286,3,76,2.06222,1,4,25,2.65508,15.9394,59.9731,291.843,5.91373,7401.99,0.097281,585.15,7076.96,1,1,1,1
facebook__litho,litho-sections-processor,java,1,8,14,7,12,142,128,14,141,44,97,1,21,7,24,18,2,186,18,6,26,113,97,6,11.8333,3,54,18.9817,3.66667,2,15,0.183099,0,4,0.634897,0.183099,0,2,0.437981,0.683099,0,20,2.56818,39,0.166667,0.166667,2,1,1,0.5,3,0.5,3,8,5,11.8333,3,54,1.29577,1,2,6,0.909951,10.6378,27.1339,117.64,1.50467,579.07,0.0392133,210.831,680,1,1,1,1
facebook__litho,litho-sections-widget,java,1,6,23,5,34,207,173,34,419,107,312,1,28,0,56,50,9,314,92,19,39,263,312,53,6.08824,2.5,30,6.55011,3.14706,1.5,14,0.188406,0,10,0.855932,0.188406,0,4,0.518509,1.50725,1,43,2.45794,28,0.264706,0.264706,3,1,1,0,0,0,0,7,4,6.08824,2.5,30,1.88406,1,3,25,2.64047,12.5385,37.9615,186.498,2.68742,2525.76,0.062166,200,1061.54,0,1,1,1
facebook__litho,litho-testing,java,1,22,139,18,109,782,683,99,1166,235,931,1,160,21,194,150,10,1017,266,50,268,653,931,38,7.17431,5,55,9.62017,2.15596,0,46,0.342711,0,5,0.639846,0.342711,0,14,0.983335,1.19054,1,46,2.77872,27,0.0917431,0.0917431,4,1,1,0.151079,5,0.151079,8,7,4,7.17431,5,55,1.75064,1,3,47,2.23903,11.7718,31.246,126.795,3.17165,1184.07,0.0422649,280.944,1645.39,1,1,1,1
facebook__litho,litho-widget-material,java,1,5,4,8,3,26,23,3,215,31,184,1,8,1,6,10,0,57,5,3,2,7,184,5,8.66667,4,18,6.59966,10.3333,2,28,0.0769231,0,1,0.266469,0.0769231,0,2,0.384615,7.07692,2,44,0.225806,3,0,0,0,,,0.25,1,0.25,1,6,4,8.66667,4,18,2.23077,1.5,6,7,1.73887,24.3478,109.913,618.616,3.53421,4229.05,0.206205,3294.43,10700.8,1,0,1,1
facebook__litho,litho-widget,java,1,6,117,7,187,1179,1011,168,2940,706,2234,1,122,2,296,271,31,1885,256,87,925,1643,2234,275,6.30481,3,139,12.1659,3.7754,2,92,0.784563,0,23,1.78944,0.784563,0,20,1.45538,1.89483,1,44,2.3272,40,0.165775,0.165775,6,2,1.17241,0.017094,2,0.017094,1,7,4,6.30481,3,139,2.39186,1,5,40,3.38747,19.8321,77.5595,397.073,7.06426,8091.54,0.132358,905.909,15039.8,1,1,1,1
facebook__litho,sample-codelab,java,1,9,23,8,24,73,49,24,87,12,75,1,31,8,46,33,0,85,26,2,14,19,75,9,3.04167,2,10,1.85919,0.5,0,3,0.191781,0,2,0.427081,0.191781,0,9,1.08106,1.0274,1,4,1.58333,3,0,0,0,,,0.347826,7,0.347826,1,8,5,3.04167,2,10,1.41096,1,3,4,0.873281,17.4318,44.7727,200.8,1.9968,513.579,0.0669334,649.275,1528.48,1,0,1,1
facebook__litho,sample,java,1,85,420,48,232,821,589,232,1436,267,1169,1,504,28,446,297,32,1088,241,26,193,463,1169,100,3.53879,3,18,2.3886,1.15086,0,24,0.235079,0,4,0.537996,0.235079,0,29,1.61586,1.42387,1,8,1.73408,9,0.137931,0.137931,29,1,1,0.0666667,1,0.0666667,28,10,7,3.53879,3,18,1.77345,1,4,37,2.41893,17.2912,50.1667,224.254,2.8544,1203.56,0.0747513,495,2449.8,1,1,1,1
firebase__quickstart-android,,java,1,91,140,35,76,499,420,79,656,253,403,10,221,34,143,119,23,752,89,27,374,667,403,30,6.56579,5,20,4.91597,3.32895,3,14,0.749499,0,11,1.4309,0.749499,0,13,1.13752,0.807615,1,7,2.63636,9,0.302632,0.302632,9,1,1,0.242857,6,0.242857,6,9,6,6.56579,5,20,2.60321,2,6,15,2.32846,17.4617,57.2519,266.949,3.37684,1948.62,0.0889831,661.678,4301.13,1,1,1,1
flowable__flowable-engine,ide-settings,java,1,1,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,0
flowable__flowable-engine,modules,java,1,6,12,5,12,128,128,0,82,0,82,1,17,8,24,16,2,128,20,0,0,0,82,1,10.6667,9.5,29,9.62924,0,0,0,0,0,0,0,0,0,0,0,0.640625,1,2,,,0.166667,0.166667,1,1,1,0.666667,5,0.666667,3,7,4,10.6667,9.5,29,0,0,0,0,0,,,,,,,,,1,1,0,1
flyway__flyway,flyway-commandline,java,1,12,23,11,28,169,142,27,234,66,168,1,34,12,51,43,3,235,31,13,169,117,168,24,6.03571,3,46,8.56689,2.35714,1,24,1,0,16,1.90297,1,1,10,1.36741,0.994083,1,5,1.77273,21,0.107143,0.107143,3,1,1,0.521739,3,0.521739,4,7,4,6.03571,3,46,2.63314,1,5,37,3.91421,20.4388,81.1151,427.852,5.46337,6514.22,0.142617,1191.26,16192.9,1,1,1,1
flyway__flyway,flyway-database,java,1,5,9,4,8,57,49,8,72,6,66,1,13,0,16,11,0,63,9,8,16,7,66,6,7.125,4.5,20,5.71046,0.75,0,6,0.280702,0,7,0.968891,0.280702,0,6,0.873677,1.15789,1,5,1.16667,2,0,0,0,,,0,0,0,0,6,3,7.125,4.5,20,1.7193,1,4,11,1.61956,13.1429,35.551,152.525,2.35313,989.498,0.0508417,399.411,1978.6,0,0,1,1
flyway__flyway,flyway-gradle-plugin,java,1,5,10,4,10,38,28,10,164,132,32,1,14,1,20,13,7,170,10,0,30,129,32,1,3.8,2,21,5.74108,13.2,0,67,0.789474,0,8,1.68832,0.789474,1,7,1.21737,0.842105,1,2,0.977273,7,0.7,0.7,7,1,1,0.1,1,0.1,1,6,3,3.8,2,21,4.36842,2,6,66,10.3171,21,135.036,798.175,6.09477,17711.9,0.266058,812.675,14468.2,1,1,0,1
flyway__flyway,flyway-maven-plugin,java,1,4,10,3,11,32,22,10,97,73,24,1,13,0,21,13,7,105,10,3,19,76,24,0,2.90909,2,13,3.20382,6.63636,0,71,0.59375,0,8,1.43308,0.59375,0,7,1.29565,0.75,1,2,1.0411,3,0.636364,0.636364,7,1,1,0,0,0,0,5,2,2.90909,2,13,2.21875,1,5,7,1.83259,23.381,126.714,810.953,6.27095,32002.4,0.270318,594.997,7660.58,0,1,1,0
forezp__SpringCloudLearning,chapter-sleuth-mysql,java,1,4,2,3,2,7,5,2,2,1,1,1,5,0,4,4,0,8,2,0,0,1,1,0,3.5,3.5,5,1.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0.142857,0,1,1,1,0,0,0,,,0,0,0,0,5,2,3.5,3.5,5,1.28571,1,3,3,0.699854,8.4,14.6,49.9148,1.09245,61.2412,0.0166383,141.777,137.608,0,0,0,0
forezp__SpringCloudLearning,chapter-sleuth-stream-elasticsearch,java,1,4,2,3,2,4,2,2,1,0,1,1,5,0,4,4,0,4,2,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1,,,0,0,0,,,0,0,0,0,5,2,2,2,2,1,1,1,1,0,7.5,13.5,40.846,1.5,75.1882,0.0136153,63.1166,134.123,0,0,0,0
forezp__SpringCloudLearning,chapter-sleuth-stream-mysql,java,1,4,2,3,2,4,2,2,1,0,1,1,5,0,4,4,0,4,2,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1,,,0,0,0,,,0,0,0,0,5,2,2,2,2,1,1,1,1,0,7.5,13.5,40.846,1.5,75.1882,0.0136153,63.1166,134.123,0,0,0,0
forezp__SpringCloudLearning,chapter-sleuth-stream,java,1,4,2,3,2,4,2,2,1,0,1,1,5,0,4,4,0,4,2,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1,,,0,0,0,,,0,0,0,0,5,2,2,2,2,1,1,1,1,0,7.5,13.5,40.846,1.5,75.1882,0.0136153,63.1166,134.123,0,0,0,0
forezp__SpringCloudLearning,chapter-sleuth,java,1,4,2,3,2,7,5,2,2,1,1,1,5,0,4,4,0,8,2,0,0,1,1,0,3.5,3.5,5,1.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0.142857,0,1,1,1,0,0,0,,,0,0,0,0,5,2,3.5,3.5,5,1.28571,1,3,3,0.699854,8.4,14.6,49.9148,1.09245,61.2412,0.0166383,141.777,137.608,0,0,0,0
forezp__SpringCloudLearning,chapter2,java,1,5,3,4,3,7,4,3,5,2,3,1,7,1,6,6,0,9,3,0,1,2,3,1,2.33333,2,3,0.471405,0.666667,1,1,0.142857,0,1,0.349927,0.142857,0,1,0.349927,0.428571,0,1,1,1,0,0,0,,,0.333333,1,0.333333,1,5,2,2.33333,2,3,1,1,1,1,0,8.5,18,57.6144,1.44792,108.163,0.0192048,86.4858,221.019,1,0,0,1
forezp__SpringCloudLearning,chapter3,java,1,5,3,4,3,5,3,2,4,1,3,1,7,1,6,6,0,6,2,0,1,1,3,1,1.66667,2,2,0.471405,0.333333,0,1,0.2,0,1,0.4,0.2,0,1,0.4,0.6,1,1,1,1,0,0,0,,,0.333333,1,0.333333,1,5,2,1.66667,2,2,0.8,1,1,1,0.4,11,22,76.3703,1.60795,115.947,0.0254568,89.6241,134.123,1,0,0,1
forezp__SpringCloudLearning,chapter4,java,1,5,4,4,4,7,4,3,5,1,4,1,8,1,8,7,1,8,3,0,1,1,4,1,1.75,2,2,0.433013,0.25,0,1,0.142857,0,1,0.349927,0.142857,0,1,0.349927,0.571429,1,1,1,1,0.25,0.25,1,1,1,0.25,1,0.25,1,5,2,1.75,2,2,0.857143,1,1,1,0.349927,9.33333,18.6667,61.2534,1.9053,103.148,0.0204178,89.6241,134.123,1,1,0,1
forezp__SpringCloudLearning,chapter5,java,1,5,4,4,4,7,4,3,5,1,4,1,8,1,8,7,1,8,3,0,1,1,4,1,1.75,2,2,0.433013,0.25,0,1,0.142857,0,1,0.349927,0.142857,0,1,0.349927,0.571429,1,1,1,1,0.25,0.25,1,1,1,0.25,1,0.25,1,5,2,1.75,2,2,0.857143,1,1,1,0.349927,9.33333,18.6667,61.2534,1.9053,103.148,0.0204178,89.6241,134.123,1,1,0,1
forezp__SpringCloudLearning,sc-2020-chapter1,java,1,7,3,6,3,5,3,2,3,1,2,1,9,1,6,8,0,6,2,0,1,1,2,1,1.66667,2,2,0.471405,0.333333,0,1,0.2,0,1,0.4,0.2,0,1,0.4,0.4,0,1,1,1,0,0,0,,,0.333333,1,0.333333,1,7,4,1.66667,2,2,0.8,1,1,1,0.4,9.5,18,58.5027,1.5625,94.0058,0.0195009,63.1166,134.123,1,0,0,1
forezp__SpringCloudLearning,sc-2020-chapter2,java,1,7,3,6,3,5,3,2,3,1,2,1,9,1,6,8,0,6,2,0,1,1,2,1,1.66667,2,2,0.471405,0.333333,0,1,0.2,0,1,0.4,0.2,0,1,0.4,0.4,0,1,1,1,0,0,0,,,0.333333,1,0.333333,1,7,4,1.66667,2,2,0.8,1,1,1,0.4,9.5,18,58.5027,1.5625,94.0058,0.0195009,63.1166,134.123,1,0,0,1
forezp__SpringCloudLearning,sc-2020-chapter3,java,1,7,3,6,3,5,3,2,3,1,2,1,9,1,6,8,0,6,2,0,1,1,2,1,1.66667,2,2,0.471405,0.333333,0,1,0.2,0,1,0.4,0.2,0,1,0.4,0.4,0,1,1,1,0,0,0,,,0.333333,1,0.333333,1,7,4,1.66667,2,2,0.8,1,1,1,0.4,9.5,18,58.5027,1.5625,94.0058,0.0195009,63.1166,134.123,1,0,0,1
forezp__SpringCloudLearning,sc-2020-chapter4,java,1,7,3,6,3,5,3,2,3,1,2,1,9,1,6,8,0,6,2,0,1,1,2,1,1.66667,2,2,0.471405,0.333333,0,1,0.2,0,1,0.4,0.2,0,1,0.4,0.4,0,1,1,1,0,0,0,,,0.333333,1,0.333333,1,7,4,1.66667,2,2,0.8,1,1,1,0.4,9.5,18,58.5027,1.5625,94.0058,0.0195009,63.1166,134.123,1,0,0,1
forezp__SpringCloudLearning,sc-f-boot-admin-cloud,java,1,4,2,3,2,4,2,2,4,1,3,1,5,0,4,4,0,5,2,0,0,2,3,0,2,2,2,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0.75,1,1,2,2,0,0,0,,,0,0,0,0,5,2,2,2,2,2,1.5,4,4,1.22474,13.5,42.5,166.445,3.09583,615.599,0.0554815,269.773,1097.08,0,0,0,0
forezp__SpringCloudLearning,sc-f-chapter2,java,1,6,3,5,3,7,4,3,5,2,3,1,8,1,6,7,0,9,3,0,1,2,3,1,2.33333,2,3,0.471405,0.666667,1,1,0.142857,0,1,0.349927,0.142857,0,1,0.349927,0.428571,0,1,1,1,0,0,0,,,0.333333,1,0.333333,1,6,3,2.33333,2,3,1,1,1,1,0,8.5,18,57.6144,1.44792,108.163,0.0192048,86.4858,221.019,1,0,0,1
forezp__SpringCloudLearning,sc-f-chapter3,java,1,6,3,5,3,5,3,2,4,1,3,1,8,1,6,7,0,6,2,0,1,1,3,1,1.66667,2,2,0.471405,0.333333,0,1,0.2,0,1,0.4,0.2,0,1,0.4,0.6,1,1,1,1,0,0,0,,,0.333333,1,0.333333,1,6,3,1.66667,2,2,0.8,1,1,1,0.4,10,20,66.4386,1.61806,105.817,0.0221462,69.7605,134.123,1,0,0,1
forezp__SpringCloudLearning,sc-f-chapter4,java,1,7,4,6,4,7,4,3,5,1,4,1,10,3,8,9,1,8,3,0,1,1,4,1,1.75,2,2,0.433013,0.25,0,1,0.142857,0,1,0.349927,0.142857,0,1,0.349927,0.571429,1,1,1,1,0.25,0.25,1,1,1,0.75,1,0.75,2,7,4,1.75,2,2,0.857143,1,1,1,0.349927,8.66667,17.3333,54.6322,1.91204,96.3945,0.0182107,69.7605,134.123,1,1,0,1
forezp__SpringCloudLearning,sc-f-chapter5,java,1,7,4,6,4,7,4,3,5,1,4,1,10,3,8,9,1,8,3,0,1,1,4,1,1.75,2,2,0.433013,0.25,0,1,0.142857,0,1,0.349927,0.142857,0,1,0.349927,0.571429,1,1,1,1,0.25,0.25,1,1,1,0.75,1,0.75,2,7,4,1.75,2,2,0.857143,1,1,1,0.349927,8.66667,17.3333,54.6322,1.91204,96.3945,0.0182107,69.7605,134.123,1,1,0,1
forezp__SpringCloudLearning,sc-f-gateway-cloud,java,1,4,2,3,3,9,6,3,7,4,3,1,5,0,5,6,0,13,4,1,0,5,3,1,3,3,3,0,1.33333,1,3,0,0,0,0,0,0,0,0,0.333333,0,1,1.25,2,0,0,0,,,0,0,0,0,5,2,3,3,3,1,1,1,1,0,12,25.5,102.901,2.35795,424.435,0.0343002,291.427,1510.12,0,0,1,1
forezp__SpringCloudLearning,sc-f-gateway-filter,java,1,8,5,7,6,16,10,6,14,7,7,1,12,0,11,12,0,23,7,1,0,8,7,1,2.66667,3,3,0.745356,1.16667,1,3,0,0,0,0,0,0,0,0,0.4375,0,2,1.14286,2,0,0,0,,,0,0,0,0,8,5,2.66667,3,3,1.1875,1,2,3,0.526634,13,29.25,122.906,2.96242,640.649,0.0409685,291.427,1912.11,0,0,1,1
forezp__SpringCloudLearning,sc-f-gateway-limiter,java,1,2,3,1,3,9,6,3,3,0,3,1,4,0,6,3,0,9,5,2,0,0,3,0,3,2,5,1.41421,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,1,,,0,0,0,,,0,0,0,0,3,0,3,2,5,1,1,1,1,0,5.66667,11.3333,29.63,1.20417,41.9983,0.00987666,63.1166,134.123,0,0,1,0
forezp__SpringCloudLearning,springcloud-alibaba,java,1,5,3,4,3,7,5,2,4,2,2,1,7,1,6,6,0,9,2,0,1,2,2,1,2.33333,3,3,0.942809,0.666667,0,2,0.142857,0,1,0.349927,0.142857,0,1,0.349927,0.285714,0,1,1,1,0,0,0,,,0.333333,1,0.333333,1,5,2,2.33333,3,3,0.857143,1,1,1,0.349927,8.5,16.75,53.1431,1.34792,73.5505,0.0177144,79.5669,134.123,1,0,0,1
fuzhengwei__itstack-demo-design,itstack-demo-design-1-00,java,1,8,8,7,8,29,21,8,26,9,17,1,15,0,16,14,0,38,9,1,0,20,17,1,3.625,2,15,4.47039,1.125,0,7,0,0,0,0,0,0,0,0,0.586207,0,3,2.22222,3,0,0,0,,,0,0,0,0,7,4,3.625,2,15,1.13793,1,2,3,0.433442,6.71429,13.4762,39.3731,1.22186,66.7169,0.0131244,88,125.714,0,0,1,1
fuzhengwei__itstack-demo-design,itstack-demo-design-1-01,java,1,5,3,4,3,20,17,3,20,8,12,1,7,0,6,6,0,28,4,1,7,17,12,1,6.66667,5,11,3.09121,2.66667,2,5,0.35,0,7,1.52561,0.35,0,1,0.47697,0.6,1,2,2.125,3,0,0,0,,,0,0,0,0,6,3,6.66667,5,11,1.25,1,1,4,0.766485,8.29412,29.7059,138.187,1.96253,1892.22,0.0460625,58.9545,98.2574,0,0,1,1
fuzhengwei__itstack-demo-design,itstack-demo-design-1-02,java,1,7,5,6,5,12,8,4,26,6,20,1,11,7,10,10,3,18,5,3,3,6,20,0,2.4,2,4,1.0198,1.2,2,2,0.25,0,2,0.595119,0.25,0,1,0.433013,1.66667,1,4,1,1,0.6,0.6,3,1,1,1.4,4,1.4,4,8,5,2.4,2,4,2.66667,1,5,12,3.19722,15.5714,54.5714,248.982,2.37853,979.061,0.082994,762.946,3998.89,1,1,1,0
fuzhengwei__itstack-demo-design,itstack-demo-design-10-00,java,1,7,3,6,3,17,12,5,18,6,12,1,9,1,6,8,0,23,6,1,0,17,12,0,5.66667,2,13,5.18545,2,1,5,0,0,0,0,0,0,0,0,0.705882,1,3,2.83333,4,0,0,0,,,0.333333,1,0.333333,1,7,4,5.66667,2,13,1.41176,1,3,6,1.23949,6.91667,13.25,39.1636,1.21354,59.8362,0.0130545,63.1166,134.123,1,0,1,0
fuzhengwei__itstack-demo-design,itstack-demo-design-10-02,java,1,8,5,7,5,16,12,4,15,5,10,1,12,2,10,11,0,21,5,1,8,7,10,3,3.2,2,7,1.93907,1,1,2,0.5,0,5,1.22474,0.5,0.5,1,0.5,0.625,0.5,2,1.4,2,0,0,0,,,0.4,2,0.4,1,8,5,3.2,2,7,1.75,1,4,8,1.95256,13.4,35.4,151.715,2.86011,935.97,0.0505716,307.192,3668.24,1,0,1,1
fuzhengwei__itstack-demo-design,itstack-demo-design-11-02,java,1,6,5,5,5,24,19,5,24,12,12,1,10,1,10,9,0,36,8,2,8,23,12,3,4.8,2,13,4.26146,2.4,2,6,0.333333,0,5,1.14261,0.333333,0,1,0.471405,0.5,0,2,1.91667,3,0,0,0,,,0.2,1,0.2,1,7,4,4.8,2,13,1.33333,1,3,4,0.799305,6.89474,15.4211,49.3045,1.42941,192.344,0.0164348,136.741,166.043,1,0,1,1
fuzhengwei__itstack-demo-design,itstack-demo-design-12-00,java,1,6,4,5,4,9,7,2,6,2,4,1,9,2,8,8,0,11,2,0,1,3,4,0,2.25,2,4,1.29904,0.5,0,2,0.111111,0,1,0.31427,0.111111,0,1,0.31427,0.444444,0,1,1.5,2,0,0,0,,,0.5,1,0.5,1,7,4,2.25,2,4,1.55556,1,6,6,1.70692,14.2,33.6,149.716,1.29043,341.283,0.0499054,469.129,1377.12,1,0,0,0
fuzhengwei__itstack-demo-design,itstack-demo-design-13-02,java,1,7,5,6,5,15,10,5,36,11,25,1,11,6,10,10,3,26,11,3,9,23,25,2,3,2,5,1.26491,2.2,2,5,0.6,0,2,0.8,0.6,0,3,1.2,1.66667,2,3,2.09091,4,0.6,0.6,3,1,1,1.2,2,1.2,3,8,5,3,2,5,2.2,1,6,6,1.90438,14,51.4,241.728,3.47753,2053.46,0.0805761,851.461,8734.34,1,1,1,1
fuzhengwei__itstack-demo-design,itstack-demo-design-14-02,java,1,9,11,8,11,21,12,9,15,10,5,1,19,13,22,18,8,31,9,0,5,14,5,9,1.90909,2,3,0.514259,0.909091,1,2,0.238095,0,1,0.425918,0.238095,0,4,0.86766,0.238095,0,1,1.4,2,0.727273,0.727273,4,1,1,1.18182,2,1.18182,8,8,5,1.90909,2,3,1.14286,1,2,2,0.559397,7.5,13.2,38.8628,1.10048,51.0168,0.0129543,53.1508,44.2924,1,1,0,1
fuzhengwei__itstack-demo-design,itstack-demo-design-15-00,java,1,7,6,6,6,27,23,4,34,10,24,1,12,2,12,11,2,37,7,1,6,28,24,3,4.5,5,8,2.36291,1.66667,1,5,0.222222,0,2,0.566558,0.222222,0,2,0.628539,0.888889,1,3,2.8,4,0.333333,0.333333,1,2,1.5,0.333333,2,0.333333,1,7,4,4.66667,5.5,8,1.07407,1,3,4,1.05149,9.93333,44.3333,197.694,4.48884,6344.98,0.0658981,388.309,2407.52,1,1,1,1
fuzhengwei__itstack-demo-design,itstack-demo-design-16-02,java,1,8,12,7,12,67,59,8,70,22,48,1,19,2,24,18,2,89,14,4,32,51,48,2,5.58333,4.5,13,4.09183,1.83333,0.5,6,0.477612,0,7,1.44922,0.477612,0,4,0.920062,0.716418,1,3,2.31818,6,0.166667,0.166667,1,1,1,0.166667,1,0.166667,1,7,4,5.58333,4.5,13,1.46269,1,3,8,1.40711,12.0392,37.5294,169.946,2.86054,1919.58,0.0566488,400,1593.1,1,1,1,1
fuzhengwei__itstack-demo-design,itstack-demo-design-17-00,java,1,5,4,4,4,22,18,4,23,9,14,1,8,0,8,7,0,31,10,1,3,27,14,7,5.5,5,9,2.17945,2.25,2,4,0.136364,0,2,0.456813,0.136364,0,2,0.456813,0.636364,0.5,4,3,4,0,0,0,,,0,0,0,0,6,3,5.5,5,9,1.40909,1,2,5,0.937069,7.22222,17.4444,54.7221,1.98858,247.183,0.0182407,172,978.695,0,0,1,1
fuzhengwei__itstack-demo-design,itstack-demo-design-18-01,java,1,5,3,4,3,10,8,2,13,5,8,1,7,0,6,6,1,15,4,1,0,11,8,0,3.33333,2,7,2.62467,1.66667,2,3,0,0,0,0,0,0,0,0,0.8,1,3,2.2,3,0.333333,0.333333,1,1,1,0,0,0,0,6,3,3.33333,2,7,1.5,1,4,4,1.28452,7,17.7143,57.22,1.175,93.9624,0.0190733,244,488,0,1,1,0
fuzhengwei__itstack-demo-design,itstack-demo-design-18-02,java,1,7,7,6,8,22,15,7,27,8,19,1,13,8,15,14,3,30,10,4,9,18,19,7,2.75,2,7,1.85405,1,1,3,0.409091,0,2,0.717261,0.409091,0,2,0.65081,0.863636,1,3,2.25,4,0.375,0.375,2,1,1,1.14286,3,1.14286,4,8,5,2.75,2,7,1.54545,1,4,4,1.11711,9.5,23,80.585,1.21528,114.123,0.0268617,160,208,1,1,1,1
fuzhengwei__itstack-demo-design,itstack-demo-design-19-00,java,1,5,3,4,3,17,14,3,18,6,12,1,7,0,6,6,0,23,4,2,10,14,12,0,5.66667,5,11,4.10961,2,1,5,0.588235,0,5,1.61095,0.588235,0,2,0.91129,0.705882,1,3,2.33333,4,0,0,0,,,0,0,0,0,6,3,5.66667,5,11,1.76471,1,7,7,1.92597,8.14286,21.5714,73.436,2.07541,292.345,0.0244787,222.693,1170,0,0,1,0
