repo,subrepo,lang,n_project,n_folder,n_file,n_scope,n_type,n_operation,n_operation_method,n_operation_constructor,n_variable,n_variable_field,n_variable_param,e_includes,e_contains,e_requires,e_declares,e_encloses,e_specializes,e_encapsulates,e_returns,e_instantiates,e_invokes,e_uses,e_parameterizes,e_typed,methods_per_class_mean,methods_per_class_median,methods_per_class_max,methods_per_class_std,fields_per_class_mean,fields_per_class_median,fields_per_class_max,call_fanout_mean,call_fanout_median,call_fanout_max,call_fanout_std,call_fanin_mean,call_fanin_median,call_fanin_max,call_fanin_std,arity_mean,arity_median,arity_max,field_uses_fanin_mean,field_uses_fanin_max,inh_parents_mean,inh_children_mean,inh_children_max,inh_depth_max,inh_depth_mean,file_req_out_mean,file_req_out_max,file_req_in_mean,file_req_in_max,fs_depth_max,scope_depth_max,num_methods_mean,num_methods_median,num_methods_max,stmts_mean,stmts_median,stmts_p90,stmts_max,stmts_std,halstead_vocabulary_mean,halstead_length_mean,halstead_volume_mean,halstead_difficulty_mean,halstead_effort_mean,halstead_estimatedBugs_mean,halstead_volume_p90,halstead_effort_p90,coverage_requires,coverage_specializes,coverage_instantiates,coverage_typed
apache__seatunnel,seatunnel-transforms-v2,java,1,18,49,17,50,303,254,49,495,217,278,1,66,40,99,67,15,520,56,61,259,422,278,31,6.06,4,38,7.12295,4.34,2,103,0.854785,0,83,4.8948,0.854785,1,10,1.16835,0.917492,1,6,1.9447,17,0.3,0.3,6,3,2.06667,0.816327,5,0.816327,11,10,7,6.06,4,38,3.62376,3,8,17,3.24323,22.0972,93.6599,490.851,8.7621,10133.8,0.163617,1162.63,28815.5,1,1,1,1
apache__seatunnel,seatunnel-translation,java,1,9,14,9,14,77,69,8,116,46,70,1,22,2,28,21,2,123,8,4,19,119,70,1,5.5,4.5,17,4.70182,3.28571,0.5,16,0.246753,0,2,0.487662,0.246753,0,2,0.487662,0.909091,1,5,2.58696,11,0.142857,0.142857,2,1,1,0.142857,1,0.142857,2,7,4,5.5,4.5,17,1.83117,1,5,11,2.08521,16.8833,51.9833,255.641,3.43578,3472.56,0.0852138,616.118,5199.05,1,1,1,1
apache__shardingsphere,agent,java,1,10,8,9,8,14,13,1,38,4,34,1,17,6,16,16,3,18,1,0,0,0,34,5,1.75,1.5,3,1.08972,0.5,0,4,0,0,0,0,0,0,0,0,2.42857,2.5,5,0,0,0.375,0.375,3,1,1,0.75,2,0.75,3,9,6,1.875,1.5,4,0.0714286,0,0,1,0.257539,,,,,,,,,1,1,0,1
apache__shardingsphere,db-protocol,java,1,16,18,15,18,26,18,8,32,8,24,1,33,6,36,32,0,34,9,0,4,8,24,5,1.44444,1,4,1.16534,0.444444,0,2,0.153846,0,2,0.455083,0.153846,0,1,0.360801,0.923077,0,3,1,2,0,0,0,,,0.333333,2,0.333333,2,9,6,1.44444,1,4,0.807692,1,2,4,0.92067,16.2857,40.5714,166.158,4.31437,737.006,0.0553859,316.649,1519.92,1,0,0,1
apache__shardingsphere,examples,java,1,16,27,15,27,151,128,23,59,16,43,1,42,26,54,41,19,167,28,2,35,19,43,4,5.59259,6,9,1.52168,0.592593,0,6,0.231788,0,8,0.931023,0.231788,0,3,0.480669,0.284768,0,5,1.1875,5,0.703704,0.703704,7,2,1.84211,0.962963,3,0.962963,8,10,7,5.59259,6,9,1.80795,1,5,9,1.95552,10.9352,33.4444,135.642,2.26497,712.45,0.0452139,370.133,1166.58,1,1,1,1
apache__shardingsphere,features,java,1,21,17,20,17,81,65,16,126,18,108,1,37,28,34,36,5,99,24,17,39,29,108,21,4.76471,4,12,3.09705,1.05882,1,5,0.481481,0,5,1.12339,0.481481,0,6,0.904189,1.33333,1,6,1.61111,6,0.294118,0.294118,5,1,1,1.64706,6,1.64706,10,10,7,4.76471,4,12,2.11111,1,4,10,1.72848,14.2188,39.3438,163.805,3.92341,1072.59,0.0546018,348.457,2853.84,1,1,1,1
apache__shardingsphere,infra,java,1,11,13,10,13,18,4,14,49,17,32,1,23,3,26,22,7,35,16,2,3,3,32,4,1.38462,1,3,0.624926,1.30769,1,4,0.166667,0,1,0.372678,0.166667,0,2,0.5,1.77778,2,4,0.176471,1,0.538462,0.538462,7,1,1,0.230769,1,0.230769,2,9,6,1.38462,1,3,1.44444,1,4,5,1.11665,14,31,118.543,7.41667,984.259,0.0395145,158.457,1901.49,1,1,1,1
apache__shardingsphere,jdbc,java,1,46,80,45,84,1453,1367,86,1841,210,1631,1,125,141,164,132,36,1663,93,76,694,791,1631,110,17.2976,4,177,29.0626,2.5,1,18,0.477632,0,9,1.00533,0.477632,0,40,2.27989,1.12251,1,9,3.76667,134,0.428571,0.428571,9,4,1.97222,1.7625,8,1.7625,18,10,7,17.2976,4,177,1.31865,1,2,18,1.22978,10.944,23.9845,94.9445,2.12749,465.176,0.0316482,199.824,734.051,1,1,1,1
apache__shardingsphere,kernel,java,1,8,3,7,3,3,2,1,6,4,2,1,10,2,6,9,0,7,1,0,0,0,2,1,1,1,1,0,1.33333,0,4,0,0,0,0,0,0,0,0,0.666667,1,1,0,0,0,0,0,,,0.666667,2,0.666667,1,7,4,1,1,1,0.333333,0,1,1,0.471405,,,,,,,,,1,0,0,1
apache__shardingsphere,mode,java,1,12,14,11,16,62,52,10,100,26,74,1,25,12,30,28,0,88,14,5,38,45,74,10,3.875,3,13,3.27634,1.625,0.5,6,0.612903,0,7,1.37201,0.612903,0,3,0.829979,1.19355,1,4,1.73077,3,0,0,0,,,0.857143,6,0.857143,3,9,6,3.9375,3,13,1.8871,1,5,11,2.20779,20.9091,71.8485,352.735,5.38535,4358.84,0.117578,723.782,4729.42,1,0,1,1
apache__shardingsphere,parser,java,1,13,12,12,12,67,56,11,62,2,60,1,24,4,24,23,0,69,11,5,34,0,60,1,5.58333,2.5,41,10.7274,0.166667,0,2,0.507463,0,3,0.72014,0.507463,0,20,2.43956,0.895522,1,3,0,0,0,0,0,,,0.333333,3,0.333333,1,9,6,5.58333,2.5,41,1.37313,1,3,6,0.990037,13.566,30.7925,122.015,3.41415,587.727,0.0406718,245.269,1435.56,1,0,1,1
apache__shardingsphere,proxy,java,1,55,117,54,118,525,423,102,771,211,560,1,171,213,235,172,27,736,156,65,366,317,560,107,4.44915,3,30,4.11199,1.78814,1,16,0.697143,0,14,1.31138,0.697143,0,47,2.20685,1.06667,1,8,1.50237,9,0.228814,0.228814,11,3,1.25926,1.82051,16,1.82051,24,12,9,4.44915,3,30,2.15048,1,5,24,2.14747,17.2487,51.6296,230.248,4.77888,1780.46,0.0767494,507.647,4521.09,1,1,1,1
apache__shardingsphere-elasticjob,,java,1,276,287,164,319,1143,865,278,1678,685,993,21,542,646,606,514,105,1828,384,278,1031,1193,993,420,3.58307,2,31,3.85048,2.14734,1,24,0.902012,0,28,1.95197,0.902012,0,34,2.22037,0.868766,1,6,1.74161,20,0.329154,0.329154,13,2,1.15238,2.25087,16,2.25087,44,11,8,3.58621,2,31,1.90201,1,4,24,2.20772,16.2219,49.1611,219.562,4.59274,1890.25,0.0731872,519.616,5176.92,1,1,1,1
apache__shenyu,shenyu-admin-listener,java,1,8,7,7,8,53,48,5,98,14,84,1,14,1,15,15,3,67,5,0,54,45,84,3,6.625,5,20,6.12245,1.75,0.5,7,1.01887,0,5,1.26626,1.01887,0,7,1.72102,1.58491,2,7,3.21429,11,0.375,0.375,2,1,1,0.142857,1,0.142857,1,8,5,6.625,5,20,1.33962,1,3,8,1.45295,21.875,77.7188,387.016,7.04521,6142.7,0.129005,649,7844.82,1,1,0,1
apache__shenyu,shenyu-admin,java,1,73,477,72,558,5176,4599,577,6451,1933,4518,1,549,1570,1035,710,201,7109,1657,408,4821,5656,4518,1174,9.27599,7,55,7.40961,3.46416,2,32,0.931414,0,38,2.97162,0.931414,0,122,3.07111,0.872875,1,16,2.92602,27,0.360215,0.360215,29,3,1.26596,3.2914,41,3.2914,51,9,6,9.31541,7,55,1.61128,1,3,28,2.05112,12.2645,37.417,165.443,3.15109,1402.29,0.0551477,436.713,3022.66,1,1,1,1
apache__shenyu,shenyu-alert,java,1,9,11,8,13,99,86,13,99,44,55,1,19,8,24,22,3,143,14,5,10,84,55,5,7.61538,4,55,13.8705,3.38462,2,27,0.10101,0,5,0.577262,0.10101,0,1,0.301342,0.555556,0,4,1.90909,3,0.230769,0.230769,2,2,1.33333,0.727273,3,0.727273,3,7,4,7.61538,4,55,1.37374,1,1,11,1.60546,8.07895,18.9605,71.6276,2.20309,587.124,0.0238759,89.6241,239.854,1,1,1,1
apache__shenyu,shenyu-client,java,1,7,2,6,2,5,5,0,0,0,0,1,8,0,4,7,0,5,0,0,0,0,0,0,2.5,2.5,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,8,5,2.5,2.5,3,0,0,0,0,0,,,,,,,,,0,0,0,0
apache__shenyu,shenyu-common,java,1,20,160,19,219,1754,1492,262,2191,1020,1171,1,179,61,379,296,39,2774,488,74,340,2274,1171,124,8.00913,5,37,6.97549,4.65753,2,160,0.193843,0,24,0.941291,0.193843,0,14,0.749798,0.667617,1,10,2.22941,12,0.178082,0.178082,11,2,1.02778,0.38125,4,0.38125,13,10,7,8.0137,5,38,1.43989,1,2,15,1.32485,10.5512,30.8928,126.608,3.78581,1616.65,0.0422027,371.382,2495.72,1,1,1,1
apache__shenyu,shenyu-discovery,java,1,8,4,7,5,22,19,3,23,7,16,1,11,2,9,12,0,29,4,0,0,14,16,5,4.4,4,9,3.2,1.4,0,4,0,0,0,0,0,0,0,0,0.727273,1,3,2,2,0,0,0,,,0.5,2,0.5,1,8,5,4.4,4,9,0.772727,1,1,4,0.849161,5.72727,10.3636,26.5349,1.45227,45.541,0.00884496,39.303,94.3271,1,0,0,1
apache__shenyu,shenyu-disruptor,java,1,9,12,8,13,41,27,14,71,24,47,1,20,13,25,21,1,65,19,9,20,33,47,3,3.15385,3,6,1.23077,1.84615,1,6,0.487805,0,4,0.913902,0.487805,0,2,0.629438,1.14634,1,8,1.375,2,0.0769231,0.0769231,1,1,1,1.08333,8,1.08333,3,7,4,3.15385,3,6,1.73171,1,4,12,1.91304,15.5,44.7727,208.59,4.28402,1803.43,0.0695299,425,3108.8,1,1,1,1
apache__shenyu,shenyu-e2e,java,1,9,8,8,10,59,51,8,113,32,81,1,16,4,18,19,3,91,11,2,25,90,81,3,5.9,3,33,9.32148,3.2,1.5,13,0.423729,0,2,0.588114,0.423729,0,5,0.977777,1.37288,1,5,2.8125,12,0.3,0.3,3,1,1,0.5,2,0.5,2,8,5,5.9,3,33,3.72881,3,8,17,3.2772,23.8,78.28,387.69,4.90729,3211.82,0.12923,745.242,7140.54,1,1,1,1
apache__shenyu,shenyu-examples,java,1,7,4,6,3,5,3,2,2,1,1,1,10,0,6,8,0,6,3,1,0,1,1,0,1.66667,2,3,1.24722,0.333333,0,1,0,0,0,0,0,0,0,0,0.2,0,1,1,1,0,0,0,,,0,0,0,0,8,5,1.66667,2,3,1.2,1,2,2,0.4,9.66667,21,82.4832,2.46814,419.743,0.0274944,224.008,1238.63,0,0,1,0
apache__shenyu,shenyu-integrated-test,java,1,10,23,9,23,147,111,36,187,47,140,1,32,1,46,31,1,194,40,0,12,157,140,12,6.3913,6,17,3.06082,2.04348,2,8,0.0816327,0,2,0.297614,0.0816327,0,3,0.395729,0.952381,1,5,3.34043,8,0.0434783,0.0434783,1,1,1,0.0434783,1,0.0434783,1,8,5,6.3913,6,17,1.58503,1,4,8,1.34439,10.1802,23.9189,93.0069,2.47669,438.563,0.0310023,298.782,1395.92,1,1,0,1
apache__shenyu,shenyu-kubernetes-controller,java,1,10,23,9,23,184,165,19,474,140,334,1,32,40,46,31,11,324,39,31,202,319,334,16,8,7,21,5.28328,6.08696,3,79,1.09783,0,16,2.40045,1.09783,1,8,1.14265,1.81522,2,6,2.27857,10,0.478261,0.478261,8,1,1,1.73913,9,1.73913,12,7,4,8,7,21,3.0163,2,7,22,3.00629,25.2548,114.032,605.033,7.69,9311.97,0.201678,1947.21,32253.8,1,1,1,1
apache__shenyu,shenyu-loadbalancer,java,1,9,13,8,15,122,108,14,153,63,90,1,21,13,28,24,7,185,39,4,81,161,90,14,8.13333,4,36,9.67379,4.2,2,17,0.663934,0,8,1.38854,0.663934,1,6,0.910869,0.737705,1,4,2.55556,7,0.466667,0.466667,6,2,1.85714,1,2,1,12,7,4,8.13333,4,36,2.07377,1,4,12,2.34754,14.2065,50.3478,230.781,5.14832,3249.03,0.076927,612.106,7629.18,1,1,1,1
apache__shenyu,shenyu-plugin,java,1,10,18,9,18,96,84,12,137,26,111,1,27,8,36,26,1,122,22,1,52,48,111,8,5.33333,4,17,4.30762,1.44444,0,12,0.541667,0,4,1.01977,0.541667,0,6,1.24931,1.15625,1,4,1.84615,6,0.0555556,0.0555556,1,1,1,0.444444,4,0.444444,2,8,5,5.33333,4,17,1.61458,1,4,10,1.62256,11.623,33.9016,142.668,4.2887,1780.13,0.0475561,311.777,1933.02,1,1,1,1
apache__shenyu,shenyu-protocol,java,1,8,2,7,3,12,9,3,19,7,12,1,9,1,5,10,0,19,3,1,2,12,12,0,4,3,8,2.94392,2.33333,2,4,0.166667,0,1,0.372678,0.166667,0,2,0.552771,1,1,5,1.71429,4,0,0,0,,,0.5,1,0.5,1,8,5,4,3,8,2.75,2.5,5,7,1.78536,21,70.1429,317.045,8.70704,3606.41,0.105682,678.003,14131,1,0,1,0
apache__shenyu,shenyu-register-center,java,1,8,3,7,4,26,23,3,31,7,24,1,10,2,7,11,1,33,3,4,18,19,24,3,6.5,5.5,13,4.03113,1.75,2,3,0.692308,0,5,1.16913,0.692308,0.5,3,0.821314,0.923077,1,3,2.71429,4,0.25,0.25,1,1,1,0.666667,1,0.666667,1,9,6,6.5,5.5,13,1.19231,1,4,6,1.44167,16.1538,44.4615,192.7,5.32078,1554.61,0.0642333,458.496,4401.56,1,1,1,1
apache__shenyu,shenyu-registry,java,1,9,4,8,5,36,29,7,37,13,24,1,12,2,9,13,0,49,12,2,6,37,24,3,7.2,5,13,3.65513,2.6,3,4,0.166667,0,3,0.687184,0.166667,0,2,0.552771,0.666667,1,3,2.84615,5,0,0,0,,,0.5,2,0.5,1,8,5,7.2,5,13,1.33333,1,4,4,1.0274,8,18.8095,64.2512,2.77459,484.463,0.0214171,83.0264,326.916,1,0,1,1
apache__shenyu,shenyu-sdk,java,1,11,11,10,14,83,70,13,130,42,88,1,21,15,25,26,2,125,31,6,37,102,88,27,5.92857,3.5,24,5.95776,3,2,10,0.445783,0,10,1.44166,0.445783,0,3,0.644775,1.06024,1,10,2.42857,4,0.142857,0.142857,1,1,1,1.36364,5,1.36364,6,8,5,5.92857,3.5,24,1.63855,1,4,12,2.01547,10.7193,29.1053,117.288,3.33343,680.234,0.0390961,285.203,2319.37,1,1,1,1
apache__shenyu,shenyu-spi,java,1,5,5,4,7,32,28,4,44,18,26,1,9,0,12,12,1,50,6,3,27,28,26,0,4.57143,2,13,4.10077,2.57143,0,11,0.84375,0,7,1.48133,0.84375,1,5,1.06388,0.8125,0,4,1.55556,3,0.142857,0.142857,1,1,1,0,0,0,0,6,3,4.57143,2,13,2.28125,1,6,8,2.26708,27.3077,140.846,690.434,9.27782,7791.33,0.230145,1198.17,21281.5,0,1,1,0
apache__shenyu,shenyu-spring-boot-starter,java,1,7,2,6,2,7,5,2,13,0,13,1,8,0,4,7,0,7,2,0,0,0,13,0,3.5,3.5,4,0.5,0,0,0,0,0,0,0,0,0,0,0,1.85714,2,3,,,0,0,0,,,0,0,0,0,8,5,3.5,3.5,4,2.28571,1,6,6,2.05039,20.2,44.2,197.958,3.34098,881.999,0.0659862,355.744,2590.75,0,0,0,0
apache__shenyu,shenyu-sync-data-center,java,1,8,8,7,10,82,78,4,129,19,110,1,15,11,18,18,1,101,4,0,66,57,110,14,8.2,3,26,8.56505,1.9,0,7,0.804878,0,7,1.51769,0.804878,1,6,1.0174,1.34146,1,7,3,7,0.1,0.1,1,1,1,1.375,6,1.375,2,8,5,8.2,3,26,1.90244,1,6,11,2.42251,20.1304,63.1522,288.781,4.89185,2379.37,0.0962603,718.62,8697.15,1,1,0,1
apache__shenyu,shenyu-web,java,1,13,29,12,36,195,159,36,235,81,154,1,41,4,65,54,4,276,45,11,84,187,154,13,5.41667,3,18,4.40565,2.25,2,7,0.430769,0,13,1.36591,0.430769,0,4,0.790376,0.789744,1,3,2.30864,11,0.111111,0.111111,4,1,1,0.137931,1,0.137931,2,7,4,5.41667,3,18,2.37949,1,5,14,2.19781,21.7477,77.1892,385.324,5.70568,4571.62,0.128441,1073.45,12131.9,1,1,1,1
apache__skywalking,,java,1,896,1648,442,1970,7115,5294,1821,12067,5309,6758,70,2474,6985,3615,2736,1138,12424,3127,2218,8026,8523,6758,3465,3.61168,3,54,3.64935,2.69492,2,95,1.12804,0,28,2.16853,1.12804,0,222,5.71721,0.949824,1,15,1.60539,165,0.577665,0.577665,73,4,1.56115,4.23847,91,4.23847,177,13,10,3.61168,3,54,2.51778,1,6,87,3.23279,19.078,69.0398,342.892,4.71231,4265.86,0.114297,895.665,9130.77,1,1,1,1
apache__tomcat,apache__tomcat,java,1,156,2524,151,2440,24888,22393,2495,31839,10169,21670,1,2679,5718,4168,3269,1299,35057,4436,2303,36793,31564,21670,6704,10.2,4,449,20.5384,4.16762,2,151,1.47834,0,114,3.62145,1.47834,0,1078,10.9212,0.870701,1,14,3.10394,199,0.532377,0.532377,38,5,1.50087,2.26545,75,2.26545,314,10,7,10.2102,4,449,2.10712,1,5,133,3.59966,16.1261,64.4704,325.583,5.82283,9427.23,0.108528,759.958,10663.2,1,1,1,1
apache__tomcat,modules,java,1,9,39,8,56,1128,1065,63,1079,340,739,1,47,31,93,82,26,1468,93,34,1143,862,739,105,20.1429,7,151,35.5429,6.07143,2,56,1.0133,0,52,2.35065,1.0133,0,101,4.23792,0.655142,0,6,2.53529,30,0.464286,0.464286,5,3,1.5,0.794872,5,0.794872,7,8,5,20.1429,7,151,1.39184,1,3,107,3.60958,11.9846,40.2025,186.2,3.77608,4269.85,0.0620666,421.817,4444.72,1,1,1,1
apache__tomcat,webapps,java,1,27,84,26,83,448,365,83,526,222,304,1,110,18,148,95,6,670,93,27,219,519,304,33,5.39759,4,24,4.77932,2.6747,1,11,0.488839,0,14,1.18956,0.488839,0,7,0.916057,0.678571,0,10,2.33784,18,0.0722892,0.0722892,3,1,1,0.214286,4,0.214286,6,5,2,5.39759,4,24,2.36161,1,4,61,4.48097,14.8006,51.2301,239.643,4.60983,3498.35,0.0798809,543.331,5082.17,1,1,1,1
apache__zeppelin,apache__zeppelin,java,1,5,3,4,4,14,10,4,19,3,16,1,7,0,7,7,0,17,4,1,1,4,16,0,3.5,2,8,2.59808,0.75,1,1,0.0714286,0,1,0.257539,0.0714286,0,1,0.257539,1.14286,1,3,1.33333,2,0,0,0,,,0,0,0,0,6,3,3.5,2,8,2.71429,1,4,22,5.43045,21.9,82,481.616,5.03118,11928.2,0.160539,606.357,4824.49,0,0,1,0
apache__zeppelin,cassandra,java,1,5,2,4,2,13,11,2,86,71,15,1,6,0,4,5,0,84,2,0,3,65,15,0,6.5,6.5,12,5.5,35.5,35.5,71,0.230769,0,2,0.57564,0.230769,0,1,0.421325,1.15385,1,3,0.915493,3,0,0,0,,,0,0,0,0,6,3,6.5,6.5,12,5.38462,1,22,38,10.9582,27.8182,142.545,899.952,4.80344,13645,0.299984,3789.94,64902.7,0,0,0,0
apache__zeppelin,elasticsearch,java,1,7,10,6,13,84,71,13,154,37,117,1,16,18,23,21,3,121,37,26,78,82,117,10,6.46154,3,21,6.28325,2.84615,1,14,0.928571,0,9,1.79805,0.928571,1,8,1.29822,1.39286,1,4,2.21622,7,0.230769,0.230769,2,1,1,1.8,8,1.8,4,7,4,6.46154,3,21,2.45238,2,5,13,2.4466,20.4286,78.1587,406.09,6.43582,7398.1,0.135363,1177.5,16190.6,1,1,1,1
apache__zeppelin,file,java,1,5,3,4,11,38,27,11,81,40,41,1,7,0,14,22,1,78,11,2,24,88,41,13,3.45455,1,14,4.18577,3.63636,3,13,0.631579,0,4,1.13372,0.631579,0,3,0.840459,1.07895,1,4,2.2,7,0.0909091,0.0909091,1,1,1,0,0,0,0,6,3,3.45455,1,14,3.07895,2,9,15,3.54209,23.7917,107.042,572.461,8.43723,11348.1,0.19082,1504.92,38270.4,0,1,1,1
apache__zeppelin,flink-cmd,java,1,6,2,5,3,8,5,3,17,5,12,1,7,0,5,8,0,13,3,1,1,8,12,0,2.66667,2,4,0.942809,1.66667,2,2,0.125,0,1,0.330719,0.125,0,1,0.330719,1.5,1.5,3,1.6,2,0,0,0,,,0,0,0,0,7,4,2.66667,2,4,2,2,4,4,1.5,32,113.5,584.346,9.18056,7320.23,0.194782,900.76,13836.7,0,0,1,0
apache__zeppelin,flink,java,1,7,18,6,21,171,150,21,252,96,156,1,24,7,39,29,5,267,22,6,80,262,156,8,8.14286,7,27,5.25797,4.57143,3,14,0.467836,0,4,0.789452,0.467836,0,6,0.986971,0.912281,1,6,2.72917,22,0.238095,0.238095,3,1,1,0.388889,3,0.388889,4,7,4,8.14286,7,27,2.35673,1,5,20,2.50291,15.6389,49.7014,234.942,3.42113,2660.4,0.078314,485.798,4467.7,1,1,1,1
apache__zeppelin,groovy,java,1,5,3,4,3,44,41,3,72,11,61,1,7,0,6,6,0,55,3,2,11,44,61,1,14.6667,11,29,10.5304,3.66667,5,6,0.25,0,2,0.482654,0.25,0,4,0.742386,1.38636,1,5,4,17,0,0,0,,,0,0,0,0,6,3,14.6667,11,29,1.70455,1,4,8,1.71331,14.5366,42.8049,194.091,3.24874,1981.34,0.0646969,484.999,5358.38,0,0,1,1
apache__zeppelin,helium-dev,java,1,5,4,4,5,34,28,6,47,11,36,1,8,0,9,9,2,45,7,1,10,25,36,5,6.8,7,14,4.35431,2.2,3,5,0.294118,0,2,0.516174,0.294118,0,1,0.455645,1.05882,1,3,2.27273,4,0.4,0.4,1,2,1.5,0,0,0,0,6,3,6.8,7,14,1.79412,1,4,10,1.93694,14,40.2593,186.325,3.31964,1872.01,0.0621083,655,9144.81,0,1,1,1
apache__zeppelin,jdbc,java,1,7,8,6,10,124,114,10,217,80,137,1,14,3,18,17,0,204,15,6,107,186,137,3,12.4,7.5,48,13.0935,8,4,51,0.862903,0,15,2.42079,0.862903,1,7,0.892032,1.10484,1,5,2.325,15,0,0,0,,,0.375,2,0.375,1,7,4,12.4,7.5,48,2.72581,1,6,18,3.07261,22.6289,91.9897,479.04,7.70647,9805.35,0.15968,1660.44,31141.5,1,0,1,1
apache__zeppelin,livy,java,1,5,13,4,25,130,97,33,196,79,117,1,17,0,38,40,10,209,46,15,113,164,117,19,5.2,2,36,7.4135,3.16,2,16,0.869231,0,10,1.42175,0.869231,1,7,1.22404,0.9,1,8,2.07595,13,0.4,0.4,5,2,1.2,0,0,0,0,6,3,5.2,2,36,1.87692,1,4,13,2.09767,19.0482,76.3614,399.143,6.16661,8170.18,0.133048,1106.1,16868,0,1,1,1
apache__zeppelin,markdown,java,1,5,9,4,13,65,50,15,85,29,56,1,13,0,22,20,2,94,16,8,12,52,56,3,5,3,17,4.4549,2.23077,1,7,0.184615,0,2,0.523077,0.184615,0,1,0.387985,0.861538,1,3,1.7931,5,0.153846,0.153846,2,1,1,0,0,0,0,6,3,5,3,17,1.87692,1,4,12,2.24299,13.8333,43.119,203.607,3.63309,2746.64,0.0678689,484.145,4137.24,0,1,1,1
apache__zeppelin,neo4j,java,1,7,3,6,4,31,27,4,64,29,35,1,9,1,7,10,0,60,4,1,25,44,35,1,7.75,7,16,5.53963,7.25,6.5,16,0.806452,1,4,1.06011,0.806452,1,3,0.73701,1.12903,1,5,1.51724,6,0,0,0,,,0.333333,1,0.333333,1,8,5,7.75,7,16,2.29032,2,4,7,1.66934,19.6667,77.6667,374.954,6.60513,4603.93,0.124985,931.006,15044.5,1,0,1,1
apache__zeppelin,python,java,1,5,7,4,10,115,104,11,146,53,93,1,11,0,17,16,0,168,14,6,83,136,93,6,11.5,6,31,10.2591,5.3,3,16,0.721739,0,11,1.4952,0.721739,1,5,0.899737,0.808696,1,4,2.56604,16,0,0,0,,,0,0,0,0,6,3,11.5,6,31,2.75652,2,6,19,3.0747,18.3474,61.1053,295.196,4.8179,3502.25,0.0983987,771.445,8762.45,0,0,1,1
apache__zeppelin,rlang,java,1,5,8,4,12,85,73,12,97,41,56,1,12,1,20,18,0,126,24,18,48,95,56,14,7.08333,5,14,4.19242,3.41667,3,10,0.564706,0,7,1.45074,0.564706,0,4,0.818134,0.658824,0,3,2.31707,5,0,0,0,,,0.125,1,0.125,1,6,3,7.08333,5,14,2.29412,1,4,31,3.56395,16.1231,52.9385,258.796,3.83135,2876.59,0.0862654,716.406,7632.62,1,0,1,1
apache__zeppelin,shell,java,1,9,7,8,7,67,60,7,92,45,47,1,15,8,14,14,0,112,9,3,39,110,47,8,9.57143,10,16,4.43548,6.42857,5,12,0.58209,0,6,1.16092,0.58209,0,4,0.813125,0.701493,1,3,2.44444,7,0,0,0,,,1.14286,2,1.14286,2,8,5,9.57143,10,16,3.13433,2,7,17,3.80846,20.6,73.8667,373.117,5.95907,5351.72,0.124372,1254.39,14876.1,1,0,1,1
apache__zeppelin,spark,java,1,5,12,4,12,127,114,13,118,55,63,1,16,0,24,15,0,182,15,1,91,140,63,7,10.5833,11,25,7.54385,4.58333,4.5,13,0.716535,0,9,1.53129,0.716535,0,9,1.52097,0.496063,0,4,2.54545,11,0,0,0,,,0,0,0,0,6,3,10.5833,11,25,2.1811,1,5,16,2.80724,14.8684,48.2281,236.871,3.32166,2694.48,0.078957,723.79,4531.91,0,0,1,1
apache__zeppelin,sparql,java,1,5,3,4,4,17,14,3,25,12,13,1,7,0,7,8,1,29,3,1,5,19,13,1,4.25,4.5,7,2.38485,3,2.5,7,0.294118,0,2,0.570315,0.294118,0,1,0.455645,0.764706,1,3,1.58333,4,0.25,0.25,1,1,1,0,0,0,0,6,3,4.25,4.5,7,1.52941,1,4,6,1.49971,15.6364,51.9091,249.317,3.96834,2571.24,0.0831058,584.595,4849.97,0,1,1,1
apache__zeppelin,zeppelin-client-examples,java,1,6,11,5,13,28,15,13,25,0,25,1,16,0,24,19,0,28,13,2,0,0,25,0,2.15385,2,3,0.360801,0,0,0,0,0,0,0,0,0,0,0,0.892857,1,4,,,0,0,0,,,0,0,0,0,7,4,2.15385,2,3,1.85714,1,2,10,1.94044,55.5455,313.545,1830.83,20.5209,41611.9,0.610278,2612.11,89132.3,0,0,1,0
apache__zeppelin,zeppelin-client,java,1,6,14,5,15,149,131,18,245,44,201,1,19,3,29,20,3,193,67,17,162,134,201,27,9.93333,6,45,12.0192,2.93333,2,7,1.08725,1,12,1.60926,1.08725,0,20,2.53812,1.34899,1,4,3.04545,13,0.2,0.2,2,2,1.66667,0.214286,3,0.214286,1,7,4,9.93333,6,45,2.50336,1,7,13,2.61032,14.2927,45.7724,201.981,2.95957,1519.43,0.0673269,398.073,3269.77,1,1,1,1
apache__zeppelin,zeppelin-common,java,1,5,3,4,4,28,22,6,42,16,26,1,7,0,7,8,1,44,9,0,0,32,26,4,7,5.5,16,6.36396,4,3,10,0,0,0,0,0,0,0,0,0.928571,1,6,2,5,0.25,0.25,1,1,1,0,0,0,0,6,3,7,5.5,16,1.57143,1,4,7,1.425,7.47619,16.3333,50.7515,1.45312,105.066,0.0169172,79.2481,163.025,0,1,0,1
