repo,subrepo,lang,n_project,n_folder,n_file,n_scope,n_type,n_operation,n_operation_method,n_operation_constructor,n_variable,n_variable_field,n_variable_param,e_includes,e_contains,e_requires,e_declares,e_encloses,e_specializes,e_encapsulates,e_returns,e_instantiates,e_invokes,e_uses,e_parameterizes,e_typed,methods_per_class_mean,methods_per_class_median,methods_per_class_max,methods_per_class_std,fields_per_class_mean,fields_per_class_median,fields_per_class_max,call_fanout_mean,call_fanout_median,call_fanout_max,call_fanout_std,call_fanin_mean,call_fanin_median,call_fanin_max,call_fanin_std,arity_mean,arity_median,arity_max,field_uses_fanin_mean,field_uses_fanin_max,inh_parents_mean,inh_children_mean,inh_children_max,inh_depth_max,inh_depth_mean,file_req_out_mean,file_req_out_max,file_req_in_mean,file_req_in_max,fs_depth_max,scope_depth_max,scope_to_scope_fanout_mean,scope_to_scope_fanout_p90,scope_to_scope_fanout_max,scope_to_type_fanout_mean,scope_to_type_fanout_p90,scope_to_type_fanout_max,folder_to_folder_fanout_mean,folder_to_folder_fanout_p90,folder_to_folder_fanout_max,folder_to_file_fanout_mean,folder_to_file_fanout_p90,folder_to_file_fanout_max,num_methods_mean,num_methods_median,num_methods_max,stmts_mean,stmts_median,stmts_p90,stmts_max,stmts_std,halstead_vocabulary_mean,halstead_length_mean,halstead_volume_mean,halstead_difficulty_mean,halstead_effort_mean,halstead_estimatedBugs_mean,halstead_volume_p90,halstead_effort_p90,coverage_requires,coverage_specializes,coverage_instantiates,coverage_typed,n_type_inbound,n_type_outbound,n_type_transit,n_type_hidden,pct_type_classified,pkg_pct_inbound_mean,pkg_pct_outbound_mean,pkg_pct_transit_mean,pkg_pct_hidden_mean,pkg_pct_inbound_max,pkg_pct_outbound_max,pkg_pct_transit_max,pkg_pct_hidden_max,pkg_profile_entropy_mean,pct_pkg_dominant_inbound,pct_pkg_dominant_outbound,pct_pkg_dominant_transit,pct_pkg_dominant_hidden
microsoft__Power-Fx,,csharp,1,147,1189,90,1688,8513,7286,1195,16021,2859,13162,147,1189,0,1688,2088,1004,11372,1373,5435,14112,3997,13162,6874,5.02429,2,422,14.7943,1.69372,0,676,1.6577,1,56,2.5467,1.6577,0,718,12.01,1.54611,1,15,1.39804,179,0.594787,0.594787,134,6,1.95416,0,0,0,0,2,5,0.988889,2,18,18.7444,46,265,0,0,0,8.08844,19,127,5.05095,2,422,3.81546,2,9,493,7.97591,19.4054,46.8938,241.797,2.89755,5047.19,0.0805991,539.111,2808.38,0,1,1,1,140,651,178,719,1,0.130717,0.305235,0.138708,0.425339,1,1,1,1,1.07789,0.0632911,0.278481,0.0759494,0.582278
microsoft__PowerToys,,csharp,1,350,1493,384,1634,6558,5654,830,11381,3661,7720,350,1493,0,1634,2173,525,10219,262,1527,6101,1151,7720,1458,3.96818,2,182,7.28071,2.24051,0,159,0.930314,0,43,1.86299,0.930314,0,133,3.64921,1.17719,1,14,0.314395,88,0.321297,0.321297,69,2,1.05866,0,0,0,0,2,6,0.867188,3,14,4.2526,9,124,0,0,0,4.26571,9,115,4.01714,2,183,2.65691,2,6,54,3.37329,17.1436,33.1556,164.159,2.49623,1518.52,0.0547196,389.826,2222.55,0,1,1,1,229,329,177,899,1,0.129975,0.265095,0.125733,0.479198,1,1,1,1,0.523643,0.0900621,0.236025,0.0745342,0.599379
microsoft__RulesEngine,,csharp,1,17,72,17,81,258,226,32,323,46,277,17,72,0,81,99,10,304,10,261,320,10,277,63,3.18519,1,45,5.91527,0.567901,0,13,1.24031,1,7,1.45355,1.24031,0,39,3.57917,1.07364,1,5,0.217391,2,0.123457,0.123457,3,1,1,0,0,0,0,2,3,0.823529,2,10,4.76471,15,24,0,0,0,4.23529,14,17,3.18519,1,45,4.3062,3,9,24,4.05142,21.0221,42.6991,208.676,1.77589,612.054,0.0695588,468.33,1660.51,0,1,1,1,11,27,3,40,1,0.137255,0.326961,0.027451,0.508333,0.666667,1,0.4,1,0.439639,0.235294,0.294118,0,0.470588
microsoft__WPF-Samples,,csharp,1,532,1315,320,1101,3400,2750,645,6858,1742,5116,532,1315,0,1101,1153,38,5142,61,443,1724,467,5116,339,3.08356,1,134,6.92062,1.5822,0,73,0.507059,0,19,1.17746,0.507059,0,32,1.28976,1.50471,2,12,0.268083,48,0.0345141,0.0345141,7,2,1.23684,0,0,0,0,2,4,0.0625,0,6,3.44062,7,46,0,0,0,2.4718,5,47,3.10173,1,134,3.43676,2,7,249,7.84711,19.2571,47.6353,258.052,3.32821,2965.91,0.0860174,482.865,4193.7,0,1,1,1,15,23,1,1062,1,0.00525769,0.00778776,7.71843e-05,0.986877,0.333333,0.5,0.0243902,1,0.0436916,0,0,0,1
microsoft__WinAppDriver,,csharp,1,37,193,18,204,1127,1038,86,1114,323,791,37,193,0,204,212,56,1450,4,36,532,311,791,55,5.5098,4,32,5.11772,1.58333,0.5,35,0.47205,0,9,0.773834,0.47205,0,47,2.19236,0.701863,0,6,0.962848,35,0.27451,0.27451,20,1,1,0,0,0,0,2,1,0.166667,0,3,11.3333,51,51,0,0,0,5.21622,12,49,5.52941,4,32,3.48004,2,8,103,5.29965,16.8025,31.5443,149.455,2.01435,811.76,0.0498184,360.552,1409.05,0,1,1,1,3,12,0,189,1,0.0200617,0.037854,0,0.942084,0.25,0.583333,0,1,0.153175,0,0.0555556,0,0.944444
microsoft__ailab,,csharp,1,112,438,110,536,1933,1676,247,3623,1230,2393,112,438,0,536,703,73,3163,33,214,1386,1033,2393,306,3.58769,2,100,6.83656,2.29478,0,67,0.71702,0,15,1.1656,0.71702,0,32,1.42009,1.23797,1,9,0.839837,18,0.136194,0.136194,7,4,1.57812,0,0,0,0,2,5,0.936364,4,16,4.87273,11,48,0,0,0,3.91071,9,23,3.6194,2,101,2.57113,2,6,31,3.06031,15.7739,28.4039,131.736,2.40999,825.061,0.0439121,338.614,1790.97,0,1,1,1,65,63,29,379,1,0.169177,0.144397,0.076851,0.609575,1,1,1,1,0.464623,0.123711,0.103093,0.0412371,0.731959
microsoft__devhome,,csharp,1,197,980,221,1032,3796,3138,654,6397,2406,3991,197,980,0,1032,1271,327,6202,176,650,3104,625,3991,976,3.67442,2,45,4.67475,2.3314,0,264,0.817703,0,14,1.37011,0.817703,0,100,3.26894,1.05137,1,8,0.259767,34,0.31686,0.31686,71,2,1.14417,0,0,0,0,2,4,0.950226,2,26,4.66968,11,44,0,0,0,4.97462,12,38,3.68702,2,45,2.47787,2,6,71,3.18391,15.2049,26.0739,122.078,1.96655,674.389,0.0406927,315.423,1510.89,0,1,1,1,130,202,90,610,1,0.109648,0.21846,0.0824241,0.589467,1,1,1,1,0.526455,0.09375,0.171875,0.0520833,0.682292
microsoft__fluentui-blazor,,csharp,1,220,650,111,24803,25946,1543,24403,2122,574,1548,220,650,0,24803,49270,24428,26520,61,260,755,20,1548,211,1.04608,1,44,0.879241,0.0231424,0,161,0.0290989,0,7,0.228528,0.0290989,0,40,0.414,0.0596624,0,9,0.0348432,8,0.984881,0.984881,16742,2,1.99304,0,0,0,0,2,5,0.963964,2,51,223.45,6,24577,0,0,0,2.95455,5,73,1.0502,1,44,0.148616,0,0,65,0.958093,14.1406,24.2132,106.547,1.712,447.553,0.0355156,242.132,804.709,0,1,1,1,29,38,6,24730,1,0.0374138,0.105393,0.0156259,0.841567,1,1,1,1,0.140482,0.0217391,0.0978261,0.0108696,0.869565
microsoft__garnet,,csharp,1,101,811,64,1064,8592,8124,463,21115,3536,17579,101,811,0,1064,1258,220,12128,486,2085,15725,6954,17579,4936,8.07049,3,226,18.8934,3.32331,1,63,1.83019,1,75,2.94288,1.83019,0,351,7.91362,2.04597,1,30,1.96663,110,0.206767,0.206767,16,4,1.37019,0,0,0,0,2,3,0.765625,2,18,16.5781,44,256,0,0,0,8.0297,15,84,8.09305,3,226,4.12628,2,11,86,6.1623,21.6545,49.6016,262.529,3.93543,3605.28,0.0875097,701.15,6766.11,0,1,1,1,142,321,72,529,1,0.12909,0.425109,0.0597709,0.38603,1,1,0.5,1,0.8746,0.12069,0.310345,0,0.568966
microsoft__perfview,,csharp,1,83,404,101,2250,13272,11368,1885,28488,5974,22514,83,404,0,2250,2544,1451,19246,1611,3316,12788,4697,22514,2671,5.89022,5,346,12.8229,2.65511,0,604,0.963532,0,333,4.7769,0.963532,0,1130,14.399,1.69635,1,12,0.78624,63,0.644889,0.644889,1130,5,1.0961,0,0,0,0,2,4,0.712871,1,21,21.7525,58,203,0,0,0,4.86747,13,27,5.91644,5,346,2.94688,1,7,181,5.1264,16.5145,36.6448,195.45,3.42191,3092.15,0.0651499,330.343,2296.7,0,1,1,1,126,1334,159,631,1,0.13145,0.349064,0.0982724,0.421214,1,1,1,1,0.749389,0.0898876,0.292135,0.0786517,0.539326
microsoft__reverse-proxy,,csharp,1,100,582,95,657,2336,2077,249,4263,755,3508,100,582,0,657,854,202,3091,183,1440,2259,226,3508,759,3.54033,2,75,5.15796,1.14916,0,63,0.967038,0,22,1.56761,0.967038,0,60,3.48876,1.50171,1,12,0.299338,26,0.307458,0.307458,17,2,1.05155,0,0,0,0,2,4,0.947368,2,17,6.89474,18,49,0,0,0,5.82,12,52,3.57534,2,75,4.25599,2,10,60,5.55972,21.9697,50.1353,265.973,2.23372,2220.17,0.0886575,606.621,2430.32,0,1,1,1,125,141,37,354,1,0.152539,0.263023,0.0381635,0.546275,1,1,0.5,1,0.711218,0.0609756,0.219512,0,0.719512
migueldeicaza__TensorFlowSharp,,csharp,1,17,44,12,94,789,687,88,1684,241,1443,17,44,0,94,112,20,1030,128,353,1189,227,1443,243,8.24468,2,94,15.4732,2.56383,1.5,15,1.50697,1,17,2.51767,1.50697,0,83,5.78767,1.8289,1,13,0.941909,146,0.212766,0.212766,8,3,1.4,0,0,0,0,2,2,0.25,1,1,7.5,18,40,0,0,0,2.58824,7,15,8.41489,2,102,2.32826,1,7,21,2.96023,19.0218,41.2969,207.676,2.985,1841.77,0.0692254,485.973,3794.32,0,1,1,1,15,19,9,51,1,0.191667,0.40487,0.193939,0.209524,1,1,1,1,0.520136,0.181818,0.454545,0.0909091,0.272727
mob-sakai__ParticleEffectForUGUI,,csharp,1,3,14,4,20,127,125,2,228,100,128,3,14,0,20,24,0,227,3,2,56,14,128,13,6.35,3,27,6.76221,5,2,22,0.440945,0,7,1.06965,0.440945,0,3,0.671742,1.00787,1,4,0.14,3,0,0,0,,,0,0,0,0,2,2,0.75,2,2,4.75,9,9,0,0,0,4.66667,7,7,6.35,3,27,3.74803,2,9,29,4.63803,19.712,39.8,204.627,4.51161,2270.56,0.0682092,502.67,6086.14,0,0,1,1,3,3,0,14,1,0.142857,0.111111,0,0.746032,0.428571,0.333333,0,1,0.634508,0,0,0,1
mob-sakai__UIEffect,,csharp,1,5,34,3,33,136,132,3,377,212,165,5,34,0,33,33,12,348,1,7,118,15,165,23,4.09091,3,13,3.36977,6.42424,5,21,0.867647,0.5,5,1.09685,0.867647,0,6,1.45929,1.21324,1,8,0.0707547,3,0.363636,0.363636,6,2,1.6,0,0,0,0,2,2,0.666667,1,1,9.66667,21,21,0,0,0,6.8,9,9,4.12121,3,13,3.93382,2,9,17,3.73812,17.8712,37.1515,183.024,4.15878,2502.41,0.061008,476.484,5786.77,0,1,1,1,2,6,3,22,1,0.0238095,0.258929,0.0714286,0.645833,0.047619,0.375,0.142857,0.666667,1.17783,0,0,0,1
mono__SkiaSharp,,csharp,1,168,567,68,635,6535,5793,534,12821,1807,11014,168,567,0,635,786,343,8342,1066,1707,6403,1568,11014,3036,9.96378,4,868,38.7264,2.84567,0,153,0.979801,1,18,1.38421,0.979801,0,108,3.48149,1.68539,1,16,0.867737,72,0.540157,0.540157,61,8,1.7931,0,0,0,0,2,4,0.852941,1,12,9.20588,17,178,0,0,0,3.375,5,79,10.6315,5,868,1.75777,0,5,40,2.94259,12.5586,23.2555,98.136,1.23349,390.412,0.032712,227.893,596.263,0,1,1,1,108,189,25,313,1,0.0792987,0.354967,0.0397403,0.525994,1,1,0.666667,1,0.450145,0.0363636,0.4,0.0181818,0.545455
morelinq__MoreLINQ,,csharp,1,8,255,8,247,1679,1640,39,2110,117,1993,8,255,0,247,318,8,1796,10,204,1010,197,1993,15,6.79757,4,271,23.0511,0.473684,0,8,0.601549,0,5,0.791722,0.601549,0,189,5.44387,1.18702,1,8,1.68376,32,0.0323887,0.0323887,4,2,1.5,0,0,0,0,2,2,0.75,4,4,29.875,181,181,0,0,0,31.875,126,126,6.86235,4,271,2.21144,2,6,21,2.56911,13.1543,26.6628,111.847,1.81817,699.317,0.0372822,259.597,963.548,0,1,1,1,17,49,2,179,1,0.165408,0.140978,0.0668103,0.626804,0.5,0.5,0.5,1,0.92507,0,0.125,0,0.875
mpvnet-player__mpv.net,,csharp,1,29,112,28,163,824,771,52,1730,486,1244,29,112,0,163,226,16,1310,14,54,732,180,1244,104,5.04908,2,97,11.1393,2.9816,1,64,0.88835,0,22,1.86359,0.88835,0,25,2.03302,1.50971,1,12,0.37037,54,0.0981595,0.0981595,3,1,1,0,0,0,0,2,3,0.892857,4,6,5.64286,14,35,0,0,0,3.86207,10,20,5.05521,2,97,1.84709,1,4,41,3.1008,15.6667,31.7899,162.355,2.37896,1840.31,0.0541184,273.235,1604.52,0,1,1,1,21,18,16,108,1,0.133,0.14429,0.118714,0.603996,1,1,0.6,1,0.657844,0.08,0.08,0.08,0.76
mxgmn__MarkovJunior,,csharp,1,1,26,0,36,152,141,11,611,189,422,1,26,0,36,1,14,341,7,22,164,340,422,53,4.22222,3,12,2.79991,5.25,3,24,1.07895,0,10,1.95518,1.07895,1,12,1.60397,2.77632,2,11,1.79894,25,0.388889,0.388889,5,3,1.78571,0,0,0,0,2,,,,,,,,0,0,0,26,26,26,4.22222,3,12,5.96711,3,16,56,8.36142,32.5461,109.404,641.699,12.8543,22940.2,0.2139,1505.75,37528.9,0,1,1,1,1,1,1,33,1,,,,,,,,,,,,,
mxgmn__WaveFunctionCollapse,,csharp,1,1,5,0,6,21,18,3,78,33,45,1,5,0,6,0,2,54,0,2,16,5,45,0,3.5,2.5,9,2.62996,5.5,1,27,0.761905,0,5,1.23075,0.761905,1,3,0.86766,2.14286,2,9,0.151515,1,0.333333,0.333333,2,1,1,0,0,0,0,2,,,,,,,,0,0,0,5,5,5,3.5,2.5,9,6.28571,4,16,25,6.83926,31.2222,80.8333,441.11,12.1258,9679.7,0.147037,1300.06,42554.7,0,1,1,0,0,0,0,6,1,,,,,,,,,,,,,
naudio__NAudio,,csharp,1,81,671,72,701,3141,2663,451,6455,2435,4020,81,671,0,701,806,231,5576,163,1058,2224,726,4020,1011,4.44223,2,44,5.92787,3.47361,1,298,0.708055,0,12,1.14352,0.708055,0,48,1.98252,1.27985,1,9,0.298152,8,0.329529,0.329529,28,3,1.24215,0,0,0,0,2,3,0.888889,1,15,9.73611,26,106,0,0,0,8.28395,23,50,4.49643,2,44,2.4384,1,6,37,3.14356,13.1239,24.6519,110.721,2.38376,1256.34,0.036907,260.065,1378.49,0,1,1,1,108,186,50,357,1,0.115037,0.336838,0.0563586,0.491766,1,1,1,1,0.757936,0.0735294,0.191176,0.0294118,0.705882
neo-project__neo,,csharp,1,110,752,93,748,5004,4488,354,6581,1259,5322,110,752,0,748,911,214,6263,908,2011,7960,2572,5322,2940,6.47326,3,206,11.5821,1.68316,1,58,1.59073,1,18,2.23865,1.59073,0,166,6.45429,1.06355,1,12,2.04289,130,0.286096,0.286096,47,3,1.28108,0,0,0,0,2,4,0.978495,3,16,8.04301,20,35,0,0,0,6.83636,15,40,6.73797,3,206,4.07134,2,9,497,8.94762,19.0711,42.3153,208.972,2.68636,3149.8,0.0696574,486.257,2509.33,0,1,1,1,93,259,149,247,1,0.122975,0.426872,0.159261,0.290892,1,1,1,1,0.796153,0.11236,0.438202,0.123596,0.325843
netchx__netch,,csharp,1,32,126,19,150,506,455,50,770,163,607,32,126,0,150,168,46,669,26,119,530,161,607,102,3.36667,2,64,6.01711,1.08667,0,17,1.04743,0,15,1.79308,1.04743,0,46,2.80839,1.1996,1,6,0.98773,56,0.306667,0.306667,8,2,1.09756,0,0,0,0,2,3,0.842105,3,10,7.89474,21,59,0,0,0,3.9375,7,18,3.37333,2,64,3.14032,2,7,71,5.06851,18.7253,34.6308,175.636,2.75436,1528.7,0.0585453,384.43,2132.46,0,1,1,1,29,33,18,70,1,0.219129,0.135614,0.131667,0.51359,1,0.666667,1,1,0.649035,0.210526,0.105263,0.105263,0.578947
nilaoda__BBDown,,csharp,1,5,34,5,61,216,194,22,581,180,401,5,34,0,61,79,8,396,2,39,264,156,401,46,3.54098,2,39,6.60991,2.95082,0,56,1.22222,0,25,2.67994,1.22222,1,24,2.50493,1.85648,1,17,0.866667,12,0.131148,0.131148,8,1,1,0,0,0,0,2,2,0.8,3,3,12.2,20,20,0,0,0,6.8,13,13,3.54098,2,39,4.6713,2,14,57,6.80878,31.4381,74.2062,448.708,4.97318,8579.25,0.149569,1062.88,12471.2,0,1,1,1,5,15,5,36,1,0.108772,0.270526,0.164912,0.455789,0.333333,1,0.666667,1,0.674675,0,0.2,0.2,0.6
nilaoda__N_m3u8DL-CLI,,csharp,1,2,23,3,26,138,130,7,369,139,230,2,23,0,26,30,0,277,0,10,181,84,230,2,5.26923,3,34,7.33043,5.34615,2.5,26,1.31159,0,18,2.79181,1.31159,1,13,2.01012,1.66667,1,9,0.604317,10,0,0,0,,,0,0,0,0,2,1,0.333333,1,1,8.66667,23,23,0,0,0,11.5,22,22,5.30769,3,34,5.14493,3,11,59,7.01298,37.7077,117.662,785.895,7.24032,25492.7,0.261965,2047.92,40022,0,0,1,1,6,3,0,17,1,0.23913,0.362319,0,0.398551,0.5,1,0,0.695652,0.71641,0,0.333333,0,0.666667
nilaoda__N_m3u8DL-RE,,csharp,1,27,89,29,92,377,350,26,783,226,557,27,89,0,92,120,12,603,24,106,555,83,557,86,4.08696,2,27,5.03175,2.45652,0,60,1.47215,1,29,2.9487,1.47215,1,23,2.4397,1.47745,1,15,0.367257,3,0.130435,0.130435,4,1,1,0,0,0,0,2,3,0.896552,6,12,3.17241,8,13,0,0,0,3.2963,7,11,4.09783,2,27,4.37666,2,10,62,6.83386,28.1171,77.5714,479.974,5.51864,12742,0.159991,948.993,12415,0,1,1,1,17,13,19,43,1,0.192542,0.17963,0.200499,0.42733,1,1,1,1,0.499302,0.185185,0.148148,0.148148,0.518519
nissl-lab__npoi,,csharp,1,230,2850,216,4443,25938,22280,3631,42063,17377,24686,230,2850,0,4443,5057,1756,43230,4904,9037,42511,10980,24686,11375,5.81476,3,295,12.5407,3.90907,2,302,1.63895,1,145,3.08486,1.63895,0,482,10.0807,0.951731,1,15,0.63187,231,0.395228,0.395228,178,4,1.83551,0,0,0,0,2,4,0.976852,4,17,20.5602,52,354,0,0,0,12.3913,28,159,5.8384,3,295,4.37374,2,10,355,7.98007,15.8812,40.2141,197.681,2.94231,1993.15,0.0658937,471.224,2631.27,0,1,1,1,492,1770,724,1457,1,0.100794,0.413978,0.195685,0.289543,1,1,1,1,0.825538,0.0640394,0.448276,0.167488,0.320197
nopSolutions__nopCommerce,,csharp,1,516,2963,557,3293,10258,9005,1253,22150,4933,17217,516,2963,0,3293,4022,1882,15191,130,2813,19473,1297,17217,11859,3.11509,1,108,7.33071,1.49803,0,54,1.89832,1,45,3.17978,1.89832,0,950,16.5953,1.6784,1,48,0.262923,106,0.571515,0.571515,292,3,1.37806,0,0,0,0,2,7,0.991023,2,38,5.91203,13,142,0,0,0,5.74225,13,111,3.1157,1,108,3.71203,2,9,159,5.9522,21.52,46.1594,259.555,2.43045,2343.47,0.0865184,571.153,3366.49,0,1,1,1,256,833,50,2154,1,0.0467932,0.390629,0.017914,0.544664,1,1,1,1,0.354931,0.038835,0.339806,0.00776699,0.613592
npgsql__npgsql,,csharp,1,57,462,53,749,5175,4571,545,7967,1483,6484,57,462,0,749,974,328,6658,647,1777,8583,526,6484,1986,6.83044,3,96,11.418,1.97997,0,239,1.65855,1,41,2.15091,1.65855,0,628,11.6956,1.25295,1,18,0.354686,22,0.437917,0.437917,44,5,1.48505,0,0,0,0,2,3,0.90566,2,18,14.1132,44,106,0,0,0,8.10526,17,66,6.93057,3,96,3.29855,2,9,69,5.02165,19.1881,39.0847,195.293,2.48629,1869.88,0.0650976,442.609,2313.3,0,1,1,1,84,296,73,296,1,0.104255,0.341725,0.0695143,0.484506,1,1,0.5,1,0.86367,0.047619,0.333333,0,0.619048
openhardwaremonitor__openhardwaremonitor,,csharp,1,42,408,29,530,2503,2116,374,5806,1943,3863,42,408,0,530,629,218,4446,216,576,2378,1203,3863,1695,4.69811,3,149,8.40886,3.66604,1,141,0.95006,0,13,1.53801,0.95006,0,25,1.88087,1.54335,1,14,0.619146,23,0.411321,0.411321,11,6,2.13592,0,0,0,0,2,3,0.862069,5,9,18.2414,46,84,0,0,0,9.71429,24,45,4.73208,3,149,3.19736,2,7,95,4.87095,17.535,43.4981,225.264,4.36333,4152.98,0.0750879,506.878,5423.56,0,1,1,1,81,112,26,311,1,0.156192,0.292224,0.0658721,0.485712,0.555556,1,0.4,0.913043,1.08393,0.037037,0.333333,0.037037,0.592593
openiddict__openiddict-core,,csharp,1,92,556,92,1797,5481,4778,687,7319,1091,6228,92,556,0,1797,3196,157,6572,456,640,2942,628,6228,726,3.04118,1,474,17.6201,0.607123,0,54,0.536763,0,12,0.916396,0.536763,0,467,7.33494,1.13629,1,6,0.575619,12,0.0873678,0.0873678,28,4,2.82051,0,0,0,0,2,5,0.945652,3,11,19.5326,45,336,0,0,0,6.04348,14,41,3.0729,1,474,3.23262,3,6,53,3.18551,24.3987,45.6473,240.098,2.70565,1696.99,0.0800328,542.837,2815.98,0,1,1,1,42,301,15,1439,1,0.0372428,0.180195,0.0144152,0.768147,0.666667,1,0.333333,1,0.459803,0.0133333,0.0933333,0,0.893333
opentk__opentk,,csharp,1,102,357,63,265,4366,3675,297,9894,1022,8872,102,357,0,265,336,53,5388,982,400,2485,4385,8872,3948,14.9887,3,209,29.0956,3.8566,1,133,0.569171,0,45,1.13664,0.569171,0,19,1.01643,2.03207,2,23,4.29061,171,0.2,0.2,9,3,1.22917,0,0,0,0,2,5,0.920635,3,12,4.20635,13,44,0,0,0,3.5,9,42,16.5208,3,209,2.30623,1,5,59,4.02709,10.7567,25.5921,105.294,2.15216,869.632,0.0350981,221.006,1188.14,0,1,1,1,27,22,14,202,1,0.0808001,0.178527,0.0397866,0.700887,1,1,1,1,0.275599,0.0625,0.145833,0.0208333,0.770833
opserver__Opserver,,csharp,1,37,285,33,648,1103,943,148,2855,1096,1759,37,285,0,648,936,247,2199,71,213,743,200,1759,508,1.68364,0,72,4.93353,1.69136,0,62,0.673617,0,10,1.20384,0.673617,0,33,1.88098,1.59474,1,11,0.182482,15,0.381173,0.381173,38,3,1.35294,0,0,0,0,2,3,0.969697,1,12,19.6364,64,120,0,0,0,7.7027,17,36,1.70216,0,72,2.09157,1,5,28,2.77303,17.6755,32.5737,157.531,2.5729,1069.78,0.0525103,380,2316.24,0,1,1,1,36,35,16,561,1,0.0346992,0.0607819,0.0433353,0.861183,0.228571,0.666667,0.5,1,0.453411,0,0.0606061,0,0.939394
oskardudycz__EventSourcing.NetCore,,csharp,1,707,1286,555,1830,3081,2811,254,5112,607,4505,707,1286,0,1834,2690,365,3688,596,1366,1718,165,4505,1116,1.67486,1,22,2.65807,0.331694,0,16,0.557611,0,10,1.0047,0.557611,0,31,1.78457,1.46219,1,10,0.271829,12,0.199454,0.199454,15,2,1.06061,0,0,0,0,2,5,0.944144,3,30,3.25405,9,53,0,0,0,1.81895,3,11,2.38361,1,90,1.78156,1,4,92,3.33035,13.703,24.0644,101.532,1.27988,238.763,0.0338439,201.909,509.497,0,1,1,1,195,209,28,1398,1,0.146693,0.1592,0.0240692,0.670038,1,1,1,1,0.359732,0.105263,0.105263,0.0109649,0.778509
oxyplot__oxyplot,,csharp,1,120,586,55,597,3392,3071,305,4769,655,4114,120,586,0,597,680,206,4047,1085,3042,4259,1736,4114,1369,5.65494,3,98,8.97296,1.09715,0,143,1.2556,1,15,1.52431,1.2556,0,688,12.2417,1.21285,1,12,2.65038,158,0.345059,0.345059,19,7,2.51309,0,0,0,0,2,3,0.4,1,11,10.8545,26,143,0,0,0,4.88333,10,33,5.69514,3,98,4.94811,3,11,855,16.4097,23.6832,63.4148,363.385,4.3278,7786.84,0.121128,748.385,6116.88,0,1,1,1,54,269,38,236,1,0.0227982,0.568064,0.0514487,0.357689,0.5,1,0.571429,1,0.751753,0.0185185,0.462963,0.0185185,0.5
pardeike__Harmony,,csharp,1,22,128,33,723,1488,1365,119,2307,667,1640,22,128,0,723,1055,288,2155,194,420,1569,571,1640,166,2.05256,1,99,6.17965,0.922545,0,24,1.05444,0,17,1.75452,1.05444,0,43,3.1027,1.10215,1,12,0.856072,30,0.39834,0.39834,227,2,1.79861,0,0,0,0,2,2,0.333333,1,6,21.9091,23,305,0,0,0,5.81818,14,18,2.06362,1,99,2.96169,2,8,53,4.65033,13.819,30.515,141.251,2.01135,1099.57,0.0470836,353.108,1241.67,0,1,1,1,94,63,12,554,1,0.0690521,0.270882,0.0614118,0.598654,1,1,1,1,0.543746,0.0645161,0.193548,0.0322581,0.709677
peass-ng__PEASS-ng,,csharp,1,145,1146,114,993,7230,6418,774,18988,4696,14292,145,1146,0,997,1370,242,11917,810,1077,11128,8612,14292,4226,7.23565,1,1403,52.6263,4.72709,1,1000,1.53914,1,122,3.35655,1.53914,0,198,5.63172,1.97676,2,26,1.8339,130,0.243706,0.243706,16,5,1.56219,0,0,0,0,2,5,0.964912,4,10,8.68421,14,153,0,0,0,7.90345,19,82,7.3001,1,1406,3.13776,1,7,360,8.316,18.9462,48.256,262.825,4.65557,10189.6,0.0876085,473.134,5056.94,0,1,1,1,98,144,102,649,1,0.136447,0.138113,0.244093,0.481347,1,1,1,1,0.660992,0.113208,0.113208,0.103774,0.669811
picoe__Eto,,csharp,1,139,1450,134,2660,13339,11674,1475,20138,3584,16554,139,1450,0,2660,3473,949,16923,536,2356,8257,1159,16554,2249,4.94323,3,104,7.80337,1.34737,0,97,0.619012,0,28,1.07154,0.619012,0,134,2.58804,1.24102,1,18,0.323382,15,0.356767,0.356767,74,7,1.79597,0,0,0,0,2,4,0.865672,3,15,19.5448,46,563,0,0,0,10.4317,33,69,5.02669,3,104,2.38669,1,5,160,4.68486,13.5566,25.701,118.041,2.25402,885.826,0.0393468,277.435,1459.02,0,1,1,1,251,732,173,1504,1,0.0800603,0.354839,0.0423623,0.522739,1,1,0.555556,1,0.841096,0.047619,0.238095,0.00793651,0.706349
playgameservices__play-games-plugin-for-unity,,csharp,1,12,64,8,36,172,160,12,374,187,187,12,64,0,36,49,3,359,10,18,206,80,187,33,4.77778,1.5,33,7.16903,5.19444,3,28,1.19767,0,14,2.27892,1.19767,1,12,2.02496,1.08721,1,6,0.427807,5,0.0833333,0.0833333,1,1,1,0,0,0,0,2,2,0.75,3,3,4.5,10,10,0,0,0,5.33333,8,12,4.77778,1.5,33,3.27326,2,6,39,5.06134,17.6687,35.775,181.281,2.78952,1729.88,0.060427,491.015,2501.1,0,1,1,1,4,7,1,24,1,0.12619,0.125,0.025,0.72381,0.666667,0.714286,0.2,1,0.566394,0.125,0.125,0,0.75
